CITY,SCELL,NCELL,HOATT,HOSUCC,HOSUCCRATE
sanxia,253922-1,253938-1,130,129,0.9923
sanxia,253922-1,5660-129,110,109,0.9909
sanxia,253922-1,253915-2,72,71,0.9861
sanxia,253922-1,15115-129,48,48,1
sanxia,253922-1,5660-130,26,26,1
sanxia,253922-1,15117-128,23,23,1
sanxia,253922-1,253950-2,22,22,1
sanxia,253922-1,15116-129,5,5,1
sanxia,253922-1,259779-2,5,5,1
sanxia,253922-1,253950-0,2,2,1
sanxia,253922-1,253920-0,1,1,1
sanxia,253922-1,253918-1,1,1,1
sanxia,253922-2,253919-1,40099,40050,0.9988
sanxia,253922-2,15117-129,16716,16711,0.9997
sanxia,253922-2,5660-130,6354,6344,0.9984
sanxia,253922-2,253938-2,6144,6138,0.999
sanxia,253922-2,253917-1,3921,3901,0.9949
sanxia,253922-2,253922-1,3213,3209,0.9988
sanxia,253922-2,253919-2,1288,1285,0.9977
sanxia,253922-2,15115-130,663,659,0.994
sanxia,253922-2,124898-1,596,587,0.9849
sanxia,253922-2,253938-0,458,458,1
sanxia,253922-2,253919-0,325,325,1
sanxia,253922-2,15116-130,226,224,0.9912
sanxia,253922-2,124924-1,186,186,1
sanxia,253922-2,253920-1,177,176,0.9944
sanxia,253922-2,124712-0,132,131,0.9924
sanxia,253922-2,253917-2,76,75,0.9868
sanxia,253922-2,15117-130,29,29,1
sanxia,253922-2,253922-0,17,17,1
sanxia,253922-2,124712-1,12,12,1
sanxia,253922-2,253929-2,5,5,1
sanxia,253922-2,253938-1,4,4,1
sanxia,253922-2,5660-128,2,2,1
sanxia,253922-2,253920-2,1,1,1
sanxia,253923-0,253899-1,12268,12263,0.9996
sanxia,253923-0,253923-1,6889,6888,0.9999
sanxia,253923-0,253899-2,6038,6036,0.9997
sanxia,253923-0,253923-2,2021,2016,0.9975
sanxia,253923-0,253907-0,1922,1919,0.9984
sanxia,253923-0,259772-1,1613,1612,0.9994
sanxia,253923-0,253891-2,332,332,1
sanxia,253923-0,15114-128,298,297,0.9966
sanxia,253923-0,253935-1,279,277,0.9928
sanxia,253923-0,47520-16,276,276,1
sanxia,253923-0,253907-3,203,185,0.9113
sanxia,253923-0,259772-0,195,195,1
sanxia,253923-0,253899-0,106,106,1
sanxia,253923-0,253908-1,61,61,1
sanxia,253923-0,253926-0,49,49,1
sanxia,253923-0,253914-1,40,40,1
sanxia,253923-0,253909-2,28,27,0.9643
sanxia,253923-0,253891-1,24,23,0.9583
sanxia,253923-0,253907-4,13,9,0.6923
sanxia,253923-0,253890-1,11,11,1
sanxia,253923-0,15114-130,10,10,1
sanxia,253923-0,15113-129,10,10,1
sanxia,253923-0,259782-2,8,8,1
sanxia,253923-0,259779-2,2,2,1
sanxia,253923-0,47519-16,2,0,0
sanxia,253923-0,253924-0,2,2,1
sanxia,253923-0,253935-2,2,2,1
sanxia,253923-0,253935-0,1,1,1
sanxia,253923-0,253924-2,1,1,1
sanxia,253923-0,253900-0,1,1,1
sanxia,253923-0,253908-0,1,1,1
sanxia,253923-0,253910-2,1,1,1
sanxia,253923-1,15114-130,22843,22824,0.9992
sanxia,253923-1,15114-128,14430,14420,0.9993
sanxia,253923-1,259772-1,10032,9985,0.9953
sanxia,253923-1,253900-0,8468,8460,0.9991
sanxia,253923-1,253891-1,7557,7553,0.9995
sanxia,253923-1,253923-0,6906,6893,0.9981
sanxia,253923-1,253923-2,6691,6686,0.9993
sanxia,253923-1,253899-1,6078,6075,0.9995
sanxia,253923-1,259782-2,1615,1604,0.9932
sanxia,253923-1,253900-1,1359,1355,0.9971
sanxia,253923-1,15114-129,728,724,0.9945
sanxia,253923-1,253924-2,472,470,0.9958
sanxia,253923-1,253891-2,387,387,1
sanxia,253923-1,259779-2,361,359,0.9945
sanxia,253923-1,253907-3,353,218,0.6176
sanxia,253923-1,47520-16,235,206,0.8766
sanxia,253923-1,124898-1,210,209,0.9952
sanxia,253923-1,253935-1,158,158,1
sanxia,253923-1,253907-1,147,147,1
sanxia,253923-1,253907-4,125,85,0.68
sanxia,253923-1,253924-1,101,101,1
sanxia,253923-1,259779-0,96,96,1
sanxia,253923-1,253899-2,40,40,1
sanxia,253923-1,253926-1,35,35,1
sanxia,253923-1,253907-0,33,32,0.9697
sanxia,253923-1,259779-1,24,24,1
sanxia,253923-1,253926-0,24,24,1
sanxia,253923-1,253922-0,8,8,1
sanxia,253923-1,253918-0,7,7,1
sanxia,253923-1,7313-144,5,4,0.8
sanxia,253923-1,253924-0,4,4,1
sanxia,253923-1,253929-0,4,3,0.75
sanxia,253923-1,253929-1,3,3,1
sanxia,253923-1,253909-1,2,2,1
sanxia,253923-1,253899-0,2,1,0.5
sanxia,253923-1,253900-2,2,2,1
sanxia,253923-1,253920-2,1,1,1
sanxia,253923-1,124924-0,1,1,1
sanxia,253923-2,259772-1,20117,20088,0.9986
sanxia,253923-2,253923-1,8026,8020,0.9993
sanxia,253923-2,253907-1,7527,7519,0.9989
sanxia,253923-2,253900-0,4951,4945,0.9988
sanxia,253923-2,253899-1,4268,4268,1
sanxia,253923-2,253926-1,2319,2316,0.9987
sanxia,253923-2,253899-2,2239,2236,0.9987
sanxia,253923-2,253923-0,1862,1860,0.9989
sanxia,253923-2,253926-0,1533,1531,0.9987
sanxia,253923-2,253907-0,1152,1150,0.9983
sanxia,253923-2,253900-2,996,996,1
sanxia,253923-2,253929-0,619,618,0.9984
sanxia,253923-2,47520-16,572,570,0.9965
sanxia,253923-2,253935-1,358,358,1
sanxia,253923-2,253907-4,324,285,0.8796
sanxia,253923-2,253907-3,293,239,0.8157
sanxia,253923-2,259772-0,291,291,1
sanxia,253923-2,253917-0,120,118,0.9833
sanxia,253923-2,15114-128,86,83,0.9651
sanxia,253923-2,15114-130,80,80,1
sanxia,253923-2,253913-1,79,78,0.9873
sanxia,253923-2,253929-2,68,68,1
sanxia,253923-2,253907-5,60,46,0.7667
sanxia,253923-2,259753-16,56,56,1
sanxia,253923-2,253935-2,54,54,1
sanxia,253923-2,253900-1,12,12,1
sanxia,253923-2,253891-2,9,8,0.8889
sanxia,253923-2,253926-2,9,9,1
sanxia,253923-2,259772-2,7,7,1
sanxia,253923-2,7385-144,4,2,0.5
sanxia,253923-2,253899-0,4,4,1
sanxia,253923-2,253907-2,4,4,1
sanxia,253923-2,253918-0,4,4,1
sanxia,253923-2,259779-2,3,3,1
sanxia,253924-0,259782-2,1941,1941,1
sanxia,253924-0,253891-0,722,722,1
sanxia,253924-0,253908-0,509,509,1
sanxia,253924-0,259782-0,363,363,1
sanxia,253924-0,253908-1,288,288,1
sanxia,253924-0,253909-1,160,160,1
sanxia,253924-0,253891-1,142,142,1
sanxia,253924-0,253924-2,83,83,1
sanxia,253924-0,253924-1,37,37,1
sanxia,253924-0,253899-1,15,15,1
sanxia,253924-0,253891-2,8,8,1
sanxia,253924-0,253914-1,3,3,1
sanxia,253924-0,15114-128,3,3,1
sanxia,253924-0,253923-1,2,2,1
sanxia,253924-0,253935-1,2,2,1
sanxia,253924-1,259782-2,10837,10832,0.9995
sanxia,253924-1,15116-129,2578,2577,0.9996
sanxia,253924-1,15116-128,1178,1175,0.9975
sanxia,253924-1,253924-2,590,590,1
sanxia,253924-1,15116-130,372,371,0.9973
sanxia,253924-1,15114-129,184,184,1
sanxia,253924-1,259779-0,163,162,0.9939
sanxia,253924-1,124898-1,119,119,1
sanxia,253924-1,253923-1,110,110,1
sanxia,253924-1,253920-2,80,80,1
sanxia,253924-1,253924-0,54,53,0.9815
sanxia,253924-1,253891-1,43,43,1
sanxia,253924-1,274142-144,23,21,0.913
sanxia,253924-1,259782-1,15,15,1
sanxia,253924-1,7336-144,3,3,1
sanxia,253924-1,259779-1,2,2,1
sanxia,253924-1,259782-0,1,1,1
sanxia,253924-2,259782-2,6705,6700,0.9993
sanxia,253924-2,15114-129,6379,6376,0.9995
sanxia,253924-2,15114-128,1300,1300,1
sanxia,253924-2,259779-2,1203,1203,1
sanxia,253924-2,253924-1,539,537,0.9963
sanxia,253924-2,253891-1,480,480,1
sanxia,253924-2,253923-1,446,446,1
sanxia,253924-2,259779-0,123,123,1
sanxia,253924-2,15114-130,96,95,0.9896
sanxia,253924-2,253924-0,69,69,1
sanxia,253924-2,15117-130,55,55,1
sanxia,253924-2,7313-144,32,22,0.6875
sanxia,253924-2,253900-0,27,27,1
sanxia,253924-2,253929-0,25,24,0.96
sanxia,253924-2,253899-1,23,23,1
sanxia,253924-2,124898-1,21,21,1
sanxia,253924-2,259772-1,11,11,1
sanxia,253924-2,7317-144,11,8,0.7273
sanxia,253924-2,253891-2,8,8,1
sanxia,253924-2,253900-2,6,6,1
sanxia,253924-2,253918-0,6,6,1
sanxia,253924-2,259779-1,6,6,1
sanxia,253924-2,274142-144,5,4,0.8
sanxia,253924-2,15116-128,5,5,1
sanxia,253924-2,253900-1,5,5,1
sanxia,253924-2,253920-2,4,4,1
sanxia,253924-2,15116-129,4,4,1
sanxia,253924-2,15116-130,2,2,1
sanxia,253924-2,7336-144,2,1,0.5
sanxia,253924-2,253917-0,2,2,1
sanxia,253924-2,253926-1,2,2,1
sanxia,253924-2,253922-0,2,2,1
sanxia,253924-2,253929-1,1,1,1
sanxia,253924-2,253907-1,1,1,1
sanxia,253924-2,15117-128,1,1,1
sanxia,253924-2,124924-0,1,1,1
sanxia,253926-0,253907-1,14607,14603,0.9997
sanxia,253926-0,259772-1,4597,4596,0.9998
sanxia,253926-0,253907-4,2613,2611,0.9992
sanxia,253926-0,253926-1,1960,1955,0.9974
sanxia,253926-0,253926-2,1660,1659,0.9994
sanxia,253926-0,253923-2,1522,1522,1
sanxia,253926-0,253907-0,1212,1208,0.9967
sanxia,253926-0,253907-2,966,965,0.999
sanxia,253926-0,253899-2,893,891,0.9978
sanxia,253926-0,253907-3,316,314,0.9937
sanxia,253926-0,253935-1,251,249,0.992
sanxia,253926-0,253917-2,224,219,0.9777
sanxia,253926-0,259772-0,133,132,0.9925
sanxia,253926-0,253907-5,82,80,0.9756
sanxia,253926-0,47489-16,56,56,1
sanxia,253926-0,253923-0,46,46,1
sanxia,253926-0,253917-0,44,44,1
sanxia,253926-0,253913-1,44,44,1
sanxia,253926-0,253929-0,31,30,0.9677
sanxia,253926-0,15114-130,29,29,1
sanxia,253926-0,253891-2,24,24,1
sanxia,253926-0,253923-1,23,23,1
sanxia,253926-0,259753-16,20,18,0.9
sanxia,253926-0,253890-1,11,11,1
sanxia,253926-0,259772-2,9,9,1
sanxia,253926-0,47520-16,7,7,1
sanxia,253926-0,253890-2,7,7,1
sanxia,253926-0,253900-0,6,5,0.8333
sanxia,253926-0,253899-1,5,5,1
sanxia,253926-0,253912-0,2,1,0.5
sanxia,253926-0,253935-2,2,1,0.5
sanxia,253926-0,253929-2,1,0,0
sanxia,253926-0,47507-16,1,0,0
sanxia,253926-0,47592-16,1,0,0
sanxia,253926-1,253907-1,11778,11773,0.9996
sanxia,253926-1,253926-2,6974,6968,0.9991
sanxia,253926-1,253929-1,6957,6949,0.9989
sanxia,253926-1,253900-2,4072,4070,0.9995
sanxia,253926-1,253913-1,3850,3848,0.9995
sanxia,253926-1,253929-0,2430,2428,0.9992
sanxia,253926-1,253923-2,2193,2191,0.9991
sanxia,253926-1,259779-2,1973,1962,0.9944
sanxia,253926-1,253926-0,1947,1938,0.9954
sanxia,253926-1,253907-4,1821,1758,0.9654
sanxia,253926-1,15117-130,1761,1756,0.9972
sanxia,253926-1,253900-1,1267,1261,0.9953
sanxia,253926-1,253917-0,1245,1244,0.9992
sanxia,253926-1,253900-0,1124,1123,0.9991
sanxia,253926-1,47489-16,587,559,0.9523
sanxia,253926-1,253917-2,354,354,1
sanxia,253926-1,253907-5,347,303,0.8732
sanxia,253926-1,253918-0,314,310,0.9873
sanxia,253926-1,253907-2,265,265,1
sanxia,253926-1,15114-130,55,55,1
sanxia,253926-1,15114-129,52,52,1
sanxia,253926-1,253923-1,30,30,1
sanxia,253926-1,253920-2,15,15,1
sanxia,253926-1,253918-2,9,9,1
sanxia,253926-1,259753-16,9,3,0.3333
sanxia,253926-1,253907-3,8,5,0.625
sanxia,253926-1,253913-0,6,6,1
sanxia,253926-1,253922-0,6,5,0.8333
sanxia,253926-1,253917-1,4,4,1
sanxia,253926-1,253919-0,4,4,1
sanxia,253926-1,253891-2,2,2,1
sanxia,253926-1,253899-1,1,1,1
sanxia,253926-1,47593-16,1,1,1
sanxia,253926-1,124924-0,1,1,1
sanxia,253926-2,253913-1,8311,8308,0.9996
sanxia,253926-2,253917-2,7782,7781,0.9999
sanxia,253926-2,253907-2,6531,6529,0.9997
sanxia,253926-2,253926-1,6304,6295,0.9986
sanxia,253926-2,253907-1,5304,5301,0.9994
sanxia,253926-2,253917-0,1820,1820,1
sanxia,253926-2,47489-16,1744,1735,0.9948
sanxia,253926-2,253926-0,1668,1664,0.9976
sanxia,253926-2,253907-4,682,682,1
sanxia,253926-2,253913-0,563,562,0.9982
sanxia,253926-2,253907-5,246,237,0.9634
sanxia,253926-2,253933-0,199,199,1
sanxia,253926-2,253929-0,34,34,1
sanxia,253926-2,253929-1,33,33,1
sanxia,253926-2,15117-130,31,31,1
sanxia,253926-2,259772-2,16,16,1
sanxia,253926-2,253907-3,7,7,1
sanxia,253926-2,253923-2,4,4,1
sanxia,253926-2,253928-1,1,1,1
sanxia,253926-2,253935-2,1,1,1
sanxia,253926-2,253907-0,1,1,1
sanxia,253926-2,253913-2,1,1,1
sanxia,253926-2,253917-1,1,1,1
sanxia,253927-0,253904-1,10177,10171,0.9994
sanxia,253927-0,253927-1,1482,1481,0.9993
sanxia,253927-0,259775-2,1368,1364,0.9971
sanxia,253927-0,253927-2,890,884,0.9933
sanxia,253927-0,253898-2,857,855,0.9977
sanxia,253927-0,7400-129,707,704,0.9958
sanxia,253927-0,253904-2,294,293,0.9966
sanxia,253927-0,253904-0,206,206,1
sanxia,253927-0,238397-0,162,162,1
sanxia,253927-0,259775-0,126,126,1
sanxia,253927-0,253931-0,124,121,0.9758
sanxia,253927-0,253921-0,63,63,1
sanxia,253927-0,253901-1,55,54,0.9818
sanxia,253927-0,253940-2,42,42,1
sanxia,253927-0,7318-144,33,33,1
sanxia,253927-0,253931-1,19,19,1
sanxia,253927-0,259775-1,17,17,1
sanxia,253927-0,7295-144,14,14,1
sanxia,253927-0,7320-144,13,13,1
sanxia,253927-0,15113-130,12,12,1
sanxia,253927-0,253893-0,10,10,1
sanxia,253927-0,253906-2,9,9,1
sanxia,253927-0,253898-1,3,3,1
sanxia,253927-0,238455-16,1,1,1
sanxia,253927-0,253905-1,1,1,1
sanxia,253927-0,253930-130,1,0,0
sanxia,253927-1,253921-2,12265,12260,0.9996
sanxia,253927-1,253904-1,11876,11866,0.9992
sanxia,253927-1,253940-2,9682,9675,0.9993
sanxia,253927-1,238397-0,6168,6168,1
sanxia,253927-1,253921-0,5966,5962,0.9993
sanxia,253927-1,253927-2,4511,4500,0.9976
sanxia,253927-1,15113-130,3083,3080,0.999
sanxia,253927-1,7400-129,2221,2220,0.9995
sanxia,253927-1,253936-2,1267,1266,0.9992
sanxia,253927-1,253927-0,1239,1237,0.9984
sanxia,253927-1,253940-0,581,581,1
sanxia,253927-1,253931-1,427,426,0.9977
sanxia,253927-1,253921-1,390,390,1
sanxia,253927-1,259775-1,384,382,0.9948
sanxia,253927-1,238397-1,326,325,0.9969
sanxia,253927-1,15578-130,283,283,1
sanxia,253927-1,253936-1,235,233,0.9915
sanxia,253927-1,253893-0,151,151,1
sanxia,253927-1,259775-2,80,79,0.9875
sanxia,253927-1,253940-1,41,41,1
sanxia,253927-1,253941-0,39,39,1
sanxia,253927-1,253906-2,38,38,1
sanxia,253927-1,253931-0,37,37,1
sanxia,253927-1,253892-2,34,33,0.9706
sanxia,253927-1,15578-129,29,29,1
sanxia,253927-1,7295-144,26,26,1
sanxia,253927-1,253895-0,24,24,1
sanxia,253927-1,15578-128,20,20,1
sanxia,253927-1,253898-1,19,19,1
sanxia,253927-1,253906-0,17,17,1
sanxia,253927-1,253916-0,15,14,0.9333
sanxia,253927-1,253892-0,12,12,1
sanxia,253927-1,253898-2,11,10,0.9091
sanxia,253927-1,253912-2,6,6,1
sanxia,253927-1,7318-144,6,5,0.8333
sanxia,253927-1,238455-16,3,0,0
sanxia,253927-1,253902-2,1,1,1
sanxia,253927-2,253921-2,80231,80215,0.9998
sanxia,253927-2,253940-2,17898,17886,0.9993
sanxia,253927-2,253904-1,17202,17193,0.9995
sanxia,253927-2,253931-1,10066,10056,0.999
sanxia,253927-2,238397-0,9165,9159,0.9993
sanxia,253927-2,253931-0,7236,7232,0.9994
sanxia,253927-2,238397-1,7142,7135,0.999
sanxia,253927-2,253927-1,4642,4623,0.9959
sanxia,253927-2,7400-129,3844,3832,0.9969
sanxia,253927-2,253904-2,1387,1384,0.9978
sanxia,253927-2,253927-0,874,872,0.9977
sanxia,253927-2,253906-2,493,490,0.9939
sanxia,253927-2,253941-0,414,412,0.9952
sanxia,253927-2,7400-130,288,288,1
sanxia,253927-2,253931-2,196,194,0.9898
sanxia,253927-2,7320-144,126,118,0.9365
sanxia,253927-2,253894-1,98,92,0.9388
sanxia,253927-2,253905-1,93,93,1
sanxia,253927-2,7318-144,50,36,0.72
sanxia,253927-2,253904-0,42,42,1
sanxia,253927-2,259775-2,39,39,1
sanxia,253927-2,253893-0,37,36,0.973
sanxia,253927-2,253894-0,22,22,1
sanxia,253927-2,7400-128,18,18,1
sanxia,253927-2,253901-1,15,15,1
sanxia,253927-2,253921-0,14,14,1
sanxia,253927-2,253905-0,12,12,1
sanxia,253927-2,5641-129,11,11,1
sanxia,253927-2,7298-144,9,9,1
sanxia,253927-2,259775-0,8,8,1
sanxia,253927-2,253916-2,7,7,1
sanxia,253927-2,253941-2,6,5,0.8333
sanxia,253927-2,238397-2,4,4,1
sanxia,253927-2,238455-16,3,1,0.3333
sanxia,253927-2,5641-128,1,1,1
sanxia,253927-2,253939-0,1,1,1
sanxia,253928-0,253916-1,5319,5317,0.9996
sanxia,253928-0,253933-1,4100,4099,0.9998
sanxia,253928-0,253895-1,2644,2644,1
sanxia,253928-0,253917-2,1774,1773,0.9994
sanxia,253928-0,253928-2,1296,1294,0.9985
sanxia,253928-0,253907-2,1138,1138,1
sanxia,253928-0,253907-5,621,621,1
sanxia,253928-0,253921-1,290,290,1
sanxia,253928-0,253941-1,278,278,1
sanxia,253928-0,259772-2,273,272,0.9963
sanxia,253928-0,253928-1,268,268,1
sanxia,253928-0,253913-0,203,203,1
sanxia,253928-0,253895-2,189,189,1
sanxia,253928-0,253933-2,118,118,1
sanxia,253928-0,253916-2,75,75,1
sanxia,253928-0,253906-1,72,72,1
sanxia,253928-0,124712-0,68,68,1
sanxia,253928-0,253912-1,47,47,1
sanxia,253928-0,253940-1,8,7,0.875
sanxia,253928-0,253902-1,4,4,1
sanxia,253928-0,253933-0,3,3,1
sanxia,253928-0,253912-2,1,1,1
sanxia,253928-1,253917-1,1628,1628,1
sanxia,253928-1,253917-2,1393,1392,0.9993
sanxia,253928-1,253928-0,286,286,1
sanxia,253928-1,253907-5,220,219,0.9955
sanxia,253928-1,253928-2,156,154,0.9872
sanxia,253928-1,253913-1,119,119,1
sanxia,253928-1,253917-0,106,106,1
sanxia,253928-1,253929-0,104,102,0.9808
sanxia,253928-1,15117-130,89,88,0.9888
sanxia,253928-1,253929-1,67,67,1
sanxia,253928-1,253933-1,30,30,1
sanxia,253928-1,253929-2,13,12,0.9231
sanxia,253928-1,253907-2,11,11,1
sanxia,253928-1,124712-0,10,10,1
sanxia,253928-1,253919-2,9,9,1
sanxia,253928-1,253919-0,7,7,1
sanxia,253928-1,253913-2,6,6,1
sanxia,253928-1,124712-1,5,5,1
sanxia,253928-1,15117-129,5,5,1
sanxia,253928-1,124924-0,4,4,1
sanxia,253928-1,253895-1,2,2,1
sanxia,253928-1,253926-2,2,2,1
sanxia,253928-1,253941-1,1,1,1
sanxia,253928-1,253913-0,1,1,1
sanxia,253928-1,124924-2,1,1,1
sanxia,253928-2,253916-2,10758,10723,0.9967
sanxia,253928-2,124712-0,3434,3427,0.998
sanxia,253928-2,253917-1,2434,2422,0.9951
sanxia,253928-2,253928-0,1456,1455,0.9993
sanxia,253928-2,253917-2,1405,1395,0.9929
sanxia,253928-2,253906-1,1334,1331,0.9978
sanxia,253928-2,253941-1,926,926,1
sanxia,253928-2,253907-5,919,918,0.9989
sanxia,253928-2,253895-2,346,345,0.9971
sanxia,253928-2,253907-2,195,194,0.9949
sanxia,253928-2,253928-1,178,178,1
sanxia,253928-2,124712-1,134,134,1
sanxia,253928-2,274161-128,112,112,1
sanxia,253928-2,253916-1,91,90,0.989
sanxia,253928-2,253894-1,75,75,1
sanxia,253928-2,253933-1,46,46,1
sanxia,253928-2,253941-0,29,29,1
sanxia,253928-2,253894-2,11,10,0.9091
sanxia,253928-2,253921-1,10,10,1
sanxia,253928-2,253931-1,4,4,1
sanxia,253928-2,253931-2,1,1,1
sanxia,253928-2,253921-2,1,1,1
sanxia,253928-2,253941-2,1,1,1
sanxia,253928-2,253895-1,1,1,1
sanxia,253928-2,253912-2,1,1,1
sanxia,253928-2,124818-1,1,1,1
sanxia,253929-0,253929-1,24438,24423,0.9994
sanxia,253929-0,253926-1,2337,2331,0.9974
sanxia,253929-0,253907-1,2145,2144,0.9995
sanxia,253929-0,253929-2,1974,1971,0.9985
sanxia,253929-0,15117-130,1779,1771,0.9955
sanxia,253929-0,253913-1,1772,1771,0.9994
sanxia,253929-0,259779-2,1729,1722,0.996
sanxia,253929-0,253917-0,1654,1652,0.9988
sanxia,253929-0,253918-0,910,902,0.9912
sanxia,253929-0,253917-2,888,881,0.9921
sanxia,253929-0,253900-1,869,868,0.9988
sanxia,253929-0,253900-2,790,784,0.9924
sanxia,253929-0,253923-2,558,556,0.9964
sanxia,253929-0,259779-1,259,256,0.9884
sanxia,253929-0,253920-2,155,150,0.9677
sanxia,253929-0,253907-4,154,145,0.9416
sanxia,253929-0,253913-2,146,146,1
sanxia,253929-0,15116-130,115,115,1
sanxia,253929-0,253900-0,101,101,1
sanxia,253929-0,253918-2,93,92,0.9892
sanxia,253929-0,15114-129,87,87,1
sanxia,253929-0,253928-1,84,84,1
sanxia,253929-0,253922-0,70,70,1
sanxia,253929-0,253907-5,58,47,0.8103
sanxia,253929-0,253907-2,57,56,0.9825
sanxia,253929-0,253926-2,45,45,1
sanxia,253929-0,253924-2,33,33,1
sanxia,253929-0,253926-0,21,21,1
sanxia,253929-0,253919-0,17,17,1
sanxia,253929-0,253917-1,16,16,1
sanxia,253929-0,47489-16,12,11,0.9167
sanxia,253929-0,15114-130,5,5,1
sanxia,253929-0,124924-2,4,4,1
sanxia,253929-0,7313-144,4,4,1
sanxia,253929-0,253923-1,4,4,1
sanxia,253929-0,253891-2,3,3,1
sanxia,253929-0,7336-144,2,2,1
sanxia,253929-0,124924-0,2,2,1
sanxia,253929-0,259753-16,1,1,1
sanxia,253929-0,253933-0,1,1,1
sanxia,253929-0,253935-2,1,1,1
sanxia,253929-1,253929-0,22657,22626,0.9986
sanxia,253929-1,253918-0,16131,16118,0.9992
sanxia,253929-1,253900-2,11183,11177,0.9995
sanxia,253929-1,253907-1,10401,10393,0.9992
sanxia,253929-1,253929-2,8560,8558,0.9998
sanxia,253929-1,253926-1,7568,7556,0.9984
sanxia,253929-1,15117-130,4887,4879,0.9984
sanxia,253929-1,253913-1,3395,3394,0.9997
sanxia,253929-1,253918-2,1718,1716,0.9988
sanxia,253929-1,253917-0,1680,1666,0.9917
sanxia,253929-1,259779-2,1578,1565,0.9918
sanxia,253929-1,253907-4,1004,907,0.9034
sanxia,253929-1,253923-2,504,504,1
sanxia,253929-1,259779-1,415,412,0.9928
sanxia,253929-1,253920-2,414,409,0.9879
sanxia,253929-1,7300-144,317,300,0.9464
sanxia,253929-1,253900-0,298,298,1
sanxia,253929-1,15114-129,156,156,1
sanxia,253929-1,253917-2,139,138,0.9928
sanxia,253929-1,253900-1,123,123,1
sanxia,253929-1,253928-1,68,67,0.9853
sanxia,253929-1,259782-2,55,55,1
sanxia,253929-1,253922-0,48,48,1
sanxia,253929-1,15116-130,39,39,1
sanxia,253929-1,47489-16,32,29,0.9063
sanxia,253929-1,253919-0,32,32,1
sanxia,253929-1,253926-2,8,8,1
sanxia,253929-1,124924-0,7,7,1
sanxia,253929-1,124924-2,4,4,1
sanxia,253929-1,253923-1,2,2,1
sanxia,253929-1,253924-2,1,1,1
sanxia,253929-2,15117-130,14121,14115,0.9996
sanxia,253929-2,253929-1,8731,8728,0.9997
sanxia,253929-2,253917-0,4446,4443,0.9993
sanxia,253929-2,253918-2,4225,4217,0.9981
sanxia,253929-2,253929-0,1992,1990,0.999
sanxia,253929-2,124924-2,1350,1350,1
sanxia,253929-2,253918-0,344,343,0.9971
sanxia,253929-2,253907-1,332,330,0.994
sanxia,253929-2,253917-1,258,257,0.9961
sanxia,253929-2,124924-1,142,142,1
sanxia,253929-2,253907-4,118,112,0.9492
sanxia,253929-2,259772-1,44,43,0.9773
sanxia,253929-2,253923-2,44,44,1
sanxia,253929-2,259779-2,29,29,1
sanxia,253929-2,253907-5,22,17,0.7727
sanxia,253929-2,253922-0,21,21,1
sanxia,253929-2,253928-1,18,18,1
sanxia,253929-2,253920-2,16,16,1
sanxia,253929-2,47593-16,15,14,0.9333
sanxia,253929-2,253913-1,10,10,1
sanxia,253929-2,253922-2,10,10,1
sanxia,253929-2,253919-0,8,8,1
sanxia,253929-2,253920-1,7,5,0.7143
sanxia,253929-2,253919-2,6,6,1
sanxia,253929-2,124924-0,3,3,1
sanxia,253929-2,253907-3,2,1,0.5
sanxia,253929-2,253924-2,1,1,1
sanxia,253929-2,253937-0,1,1,1
sanxia,253930-128,253930-129,10584,10577,0.9993
sanxia,253930-128,253901-0,3155,3154,0.9997
sanxia,253930-128,253904-0,1716,1714,0.9988
sanxia,253930-128,253930-130,530,530,1
sanxia,253930-128,253901-1,462,462,1
sanxia,253930-128,7201-128,363,363,1
sanxia,253930-128,253898-2,290,290,1
sanxia,253930-128,7400-128,82,82,1
sanxia,253930-128,238397-0,52,51,0.9808
sanxia,253930-128,253904-2,47,47,1
sanxia,253930-128,253898-0,26,26,1
sanxia,253930-128,253932-2,23,22,0.9565
sanxia,253930-128,253898-1,15,15,1
sanxia,253930-128,5691-128,13,13,1
sanxia,253930-128,253932-1,5,5,1
sanxia,253930-128,253904-1,3,3,1
sanxia,253930-128,124711-1,2,2,1
sanxia,253930-129,253904-2,12865,12853,0.9991
sanxia,253930-129,253930-128,10653,10644,0.9992
sanxia,253930-129,253904-0,6960,6957,0.9996
sanxia,253930-129,253930-130,3757,3752,0.9987
sanxia,253930-129,253901-1,3700,3692,0.9978
sanxia,253930-129,7400-128,3107,3101,0.9981
sanxia,253930-129,7400-130,1721,1721,1
sanxia,253930-129,253904-1,1356,1346,0.9926
sanxia,253930-129,253898-2,1292,1290,0.9985
sanxia,253930-129,238397-0,1116,1112,0.9964
sanxia,253930-129,7400-129,1033,1032,0.999
sanxia,253930-129,7201-128,120,117,0.975
sanxia,253930-129,253901-0,95,93,0.9789
sanxia,253930-129,253905-1,42,42,1
sanxia,253930-129,253893-0,21,20,0.9524
sanxia,253930-129,238397-1,1,0,0
sanxia,253930-129,238397-2,1,1,1
sanxia,253930-129,253901-2,1,1,1
sanxia,253930-130,253930-129,3674,3674,1
sanxia,253930-130,253904-2,2413,2413,1
sanxia,253930-130,7400-128,2287,2287,1
sanxia,253930-130,253901-1,1623,1623,1
sanxia,253930-130,253930-128,472,472,1
sanxia,253930-130,253904-0,58,58,1
sanxia,253930-130,238397-0,10,10,1
sanxia,253930-130,253901-2,6,6,1
