S_SECTOR_ID,N_SECTOR_ID,S_EARFCN,N_EARFCN
253919-2,124924-0,38400,38400
253919-2,124924-2,38400,38400
253919-2,253913-0,38400,38400
253919-2,253913-1,38400,38400
253919-2,253913-2,38400,38400
253919-2,253917-0,38400,38400
253919-2,253917-1,38400,38400
253919-2,253917-2,38400,38400
253919-2,253918-0,38400,38400
253919-2,253918-1,38400,38400
253919-2,253918-2,38400,38400
253919-2,253919-0,38400,38400
253919-2,253919-1,38400,38400
253919-2,253922-0,38400,38400
253919-2,253922-1,38400,38400
253919-2,253922-2,38400,38400
253919-2,253926-2,38400,38400
253919-2,253928-0,38400,38400
253919-2,253928-1,38400,38400
253919-2,253928-2,38400,38400
253919-2,253929-1,38400,38400
253919-2,253929-2,38400,38400
253919-2,253933-0,38400,38400
253919-2,253933-1,38400,38400
253919-2,253937-2,38400,38400
253919-2,253938-0,38400,38400
253919-2,253938-1,38400,38400
253919-2,253938-2,38400,38400
253920-0,259761-4,38400,37900
253920-0,259761-5,38400,37900
253920-0,15114-128,38400,38400
253920-0,15115-128,38400,38400
253920-0,15115-129,38400,38400
253920-0,15115-130,38400,38400
253920-0,15116-128,38400,38400
253920-0,15116-129,38400,38400
253920-0,15116-130,38400,38400
253920-0,15117-128,38400,38400
253920-0,47467-2,38400,38400
253920-0,47468-0,38400,38400
253920-0,47468-2,38400,38400
253920-0,124713-2,38400,38400
253920-0,124898-0,38400,38400
253920-0,124898-1,38400,38400
253920-0,124923-1,38400,38400
253920-0,124924-1,38400,38400
253920-0,253915-0,38400,38400
253920-0,253915-1,38400,38400
253920-0,253915-2,38400,38400
253920-0,253918-0,38400,38400
253920-0,253918-1,38400,38400
253920-0,253920-1,38400,38400
253920-0,253920-2,38400,38400
253920-0,253922-0,38400,38400
253920-0,253922-1,38400,38400
253920-0,253924-0,38400,38400
253920-0,253924-1,38400,38400
253920-0,253924-2,38400,38400
253920-0,253937-0,38400,38400
253920-0,253937-1,38400,38400
253920-0,253937-2,38400,38400
253920-0,253938-0,38400,38400
253920-0,259682-0,38400,38400
253920-0,259682-1,38400,38400
253920-0,259682-2,38400,38400
253920-0,259761-1,38400,38400
253920-0,259761-2,38400,38400
253920-0,259779-0,38400,38400
253920-0,259779-1,38400,38400
253920-0,259779-2,38400,38400
253920-0,259781-0,38400,38400
253920-0,259781-2,38400,38400
253920-0,259782-1,38400,38400
253920-0,259782-2,38400,38400
253920-0,5885-144,38400,38950
253920-0,7300-144,38400,38950
253920-0,7313-144,38400,38950
253920-0,7335-144,38400,38950
253920-0,7336-144,38400,38950
253920-0,7367-144,38400,38950
253920-1,5660-128,38400,38400
253920-1,15115-128,38400,38400
253920-1,15115-129,38400,38400
253920-1,15115-130,38400,38400
253920-1,15116-128,38400,38400
253920-1,15116-129,38400,38400
253920-1,15116-130,38400,38400
253920-1,15117-128,38400,38400
253920-1,15117-129,38400,38400
253920-1,15117-130,38400,38400
253920-1,47468-2,38400,38400
253920-1,124898-0,38400,38400
253920-1,124898-1,38400,38400
253920-1,124924-1,38400,38400
253920-1,124924-2,38400,38400
253920-1,253900-1,38400,38400
253920-1,253915-0,38400,38400
253920-1,253915-1,38400,38400
253920-1,253915-2,38400,38400
253920-1,253917-0,38400,38400
253920-1,253918-0,38400,38400
253920-1,253918-1,38400,38400
253920-1,253918-2,38400,38400
253920-1,253919-1,38400,38400
253920-1,253920-0,38400,38400
253920-1,253920-2,38400,38400
253920-1,253922-0,38400,38400
253920-1,253922-1,38400,38400
253920-1,253922-2,38400,38400
253920-1,253924-1,38400,38400
253920-1,253924-2,38400,38400
253920-1,253929-1,38400,38400
253920-1,253929-2,38400,38400
253920-1,253937-0,38400,38400
253920-1,253937-1,38400,38400
253920-1,253937-2,38400,38400
253920-1,253938-0,38400,38400
253920-1,253938-1,38400,38400
253920-1,253938-2,38400,38400
253920-1,259682-2,38400,38400
253920-1,259779-1,38400,38400
253920-1,259779-2,38400,38400
253920-1,5885-144,38400,38950
253920-1,7300-144,38400,38950
253920-1,47593-16,38400,38950
253920-2,15114-128,38400,38400
253920-2,15115-130,38400,38400
253920-2,15116-128,38400,38400
253920-2,15116-129,38400,38400
253920-2,15116-130,38400,38400
253920-2,15117-128,38400,38400
253920-2,15117-129,38400,38400
253920-2,15117-130,38400,38400
253920-2,124898-0,38400,38400
253920-2,124898-1,38400,38400
253920-2,124924-1,38400,38400
253920-2,124924-2,38400,38400
253920-2,253891-1,38400,38400
253920-2,253900-1,38400,38400
253920-2,253900-2,38400,38400
253920-2,253907-1,38400,38400
253920-2,253915-0,38400,38400
253920-2,253915-2,38400,38400
253920-2,253917-0,38400,38400
253920-2,253917-1,38400,38400
253920-2,253918-0,38400,38400
253920-2,253918-1,38400,38400
253920-2,253918-2,38400,38400
253920-2,253920-0,38400,38400
253920-2,253920-1,38400,38400
253920-2,253922-0,38400,38400
253920-2,253922-1,38400,38400
253920-2,253922-2,38400,38400
253920-2,253923-1,38400,38400
253920-2,253924-0,38400,38400
253920-2,253924-1,38400,38400
253920-2,253924-2,38400,38400
253920-2,253926-1,38400,38400
253920-2,253929-0,38400,38400
253920-2,253929-1,38400,38400
253920-2,253929-2,38400,38400
253920-2,253937-0,38400,38400
253920-2,253938-0,38400,38400
253920-2,253938-2,38400,38400
253920-2,259779-0,38400,38400
253920-2,259779-1,38400,38400
253920-2,259779-2,38400,38400
253920-2,259782-1,38400,38400
253920-2,5885-144,38400,38950
253920-2,7300-144,38400,38950
253920-2,7313-144,38400,38950
253920-2,7335-144,38400,38950
253920-2,7336-144,38400,38950
253920-2,7367-144,38400,38950
253920-2,47593-16,38400,38950
253921-0,253892-3,38400,37900
253921-0,253892-4,38400,37900
253921-0,253892-5,38400,37900
253921-0,15113-130,38400,38400
253921-0,15578-128,38400,38400
253921-0,15578-129,38400,38400
253921-0,15578-130,38400,38400
253921-0,238397-0,38400,38400
253921-0,238397-1,38400,38400
253921-0,253890-2,38400,38400
253921-0,253892-1,38400,38400
253921-0,253892-2,38400,38400
253921-0,253894-0,38400,38400
253921-0,253895-0,38400,38400
253921-0,253895-2,38400,38400
253921-0,253902-0,38400,38400
253921-0,253902-1,38400,38400
253921-0,253902-2,38400,38400
253921-0,253904-1,38400,38400
253921-0,253904-2,38400,38400
253921-0,253906-0,38400,38400
253921-0,253906-2,38400,38400
253921-0,253916-0,38400,38400
253921-0,253916-2,38400,38400
253921-0,253921-1,38400,38400
253921-0,253921-2,38400,38400
253921-0,253927-0,38400,38400
253921-0,253927-1,38400,38400
253921-0,253927-2,38400,38400
253921-0,253931-0,38400,38400
253921-0,253931-1,38400,38400
253921-0,253936-1,38400,38400
253921-0,253936-2,38400,38400
253921-0,253940-0,38400,38400
253921-0,253940-1,38400,38400
253921-0,253940-2,38400,38400
253921-0,253941-0,38400,38400
253921-0,259775-0,38400,38400
253921-0,259775-1,38400,38400
253921-0,259775-2,38400,38400
253921-0,7296-144,38400,38950
253921-0,7318-144,38400,38950
253921-0,7319-144,38400,38950
253921-0,7320-144,38400,38950
253921-0,47501-16,38400,38950
253921-0,238455-16,38400,38950
253921-1,253892-3,38400,37900
253921-1,253892-4,38400,37900
253921-1,253892-5,38400,37900
253921-1,15578-130,38400,38400
253921-1,15579-130,38400,38400
253921-1,253890-2,38400,38400
253921-1,253892-1,38400,38400
253921-1,253892-2,38400,38400
253921-1,253894-1,38400,38400
253921-1,253895-0,38400,38400
253921-1,253895-1,38400,38400
253921-1,253895-2,38400,38400
253921-1,253902-0,38400,38400
253921-1,253902-1,38400,38400
253921-1,253902-2,38400,38400
253921-1,253904-1,38400,38400
253921-1,253906-0,38400,38400
253921-1,253906-1,38400,38400
253921-1,253906-2,38400,38400
253921-1,253912-2,38400,38400
253921-1,253913-0,38400,38400
253921-1,253916-0,38400,38400
253921-1,253916-1,38400,38400
253921-1,253916-2,38400,38400
253921-1,253921-0,38400,38400
253921-1,253921-2,38400,38400
253921-1,253927-1,38400,38400
253921-1,253928-0,38400,38400
253921-1,253931-0,38400,38400
253921-1,253931-1,38400,38400
253921-1,253933-1,38400,38400
253921-1,253933-2,38400,38400
253921-1,253936-1,38400,38400
253921-1,253940-0,38400,38400
253921-1,253940-1,38400,38400
253921-1,253940-2,38400,38400
253921-1,253941-0,38400,38400
253921-1,253941-1,38400,38400
253921-1,259775-0,38400,38400
253921-1,259775-1,38400,38400
253921-1,259775-2,38400,38400
253921-1,238455-16,38400,38950
253921-2,253892-4,38400,37900
253921-2,253892-5,38400,37900
253921-2,5641-129,38400,38400
253921-2,15578-130,38400,38400
253921-2,124818-0,38400,38400
253921-2,238397-0,38400,38400
253921-2,238397-1,38400,38400
253921-2,238397-2,38400,38400
253921-2,253893-0,38400,38400
253921-2,253894-0,38400,38400
253921-2,253894-1,38400,38400
253921-2,253895-0,38400,38400
253921-2,253895-2,38400,38400
253921-2,253902-1,38400,38400
253921-2,253902-2,38400,38400
253921-2,253904-1,38400,38400
253921-2,253904-2,38400,38400
253921-2,253906-0,38400,38400
253921-2,253906-1,38400,38400
253921-2,253906-2,38400,38400
253921-2,253916-0,38400,38400
253921-2,253916-1,38400,38400
253921-2,253916-2,38400,38400
253921-2,253921-0,38400,38400
253921-2,253921-1,38400,38400
253921-2,253927-0,38400,38400
253921-2,253927-1,38400,38400
253921-2,253927-2,38400,38400
253921-2,253928-2,38400,38400
253921-2,253931-0,38400,38400
253921-2,253931-1,38400,38400
253921-2,253931-2,38400,38400
253921-2,253933-2,38400,38400
253921-2,253939-0,38400,38400
253921-2,253940-1,38400,38400
253921-2,253940-2,38400,38400
253921-2,253941-0,38400,38400
253921-2,253941-1,38400,38400
253921-2,253941-2,38400,38400
253921-2,259775-0,38400,38400
253921-2,259775-1,38400,38400
253921-2,259775-2,38400,38400
253921-2,7296-144,38400,38950
253921-2,7318-144,38400,38950
253921-2,7319-144,38400,38950
253921-2,7320-144,38400,38950
253921-2,238455-16,38400,38950
253922-0,15115-129,38400,38400
253922-0,15115-130,38400,38400
253922-0,15117-128,38400,38400
253922-0,15117-129,38400,38400
253922-0,15117-130,38400,38400
253922-0,124898-1,38400,38400
253922-0,124924-1,38400,38400
253922-0,124924-2,38400,38400
253922-0,253900-1,38400,38400
253922-0,253900-2,38400,38400
253922-0,253913-1,38400,38400
253922-0,253915-2,38400,38400
253922-0,253917-0,38400,38400
253922-0,253917-1,38400,38400
253922-0,253917-2,38400,38400
253922-0,253918-0,38400,38400
253922-0,253918-1,38400,38400
253922-0,253918-2,38400,38400
253922-0,253919-0,38400,38400
253922-0,253919-1,38400,38400
253922-0,253919-2,38400,38400
253922-0,253920-0,38400,38400
253922-0,253920-1,38400,38400
253922-0,253920-2,38400,38400
253922-0,253922-1,38400,38400
253922-0,253922-2,38400,38400
253922-0,253923-1,38400,38400
253922-0,253924-1,38400,38400
253922-0,253924-2,38400,38400
253922-0,253926-1,38400,38400
253922-0,253928-1,38400,38400
253922-0,253929-0,38400,38400
253922-0,253929-1,38400,38400
253922-0,253929-2,38400,38400
253922-0,253937-0,38400,38400
253922-0,253937-2,38400,38400
253922-0,253938-0,38400,38400
253922-0,253938-1,38400,38400
253922-0,253938-2,38400,38400
253922-0,259779-1,38400,38400
253922-0,259779-2,38400,38400
253922-0,7335-144,38400,38950
253922-0,7336-144,38400,38950
253922-0,7367-144,38400,38950
253922-1,5660-128,38400,38400
253922-1,5660-129,38400,38400
253922-1,5660-130,38400,38400
253922-1,15115-129,38400,38400
253922-1,15115-130,38400,38400
253922-1,15116-129,38400,38400
253922-1,15116-130,38400,38400
253922-1,15117-128,38400,38400
253922-1,15117-129,38400,38400
253922-1,15117-130,38400,38400
253922-1,124898-0,38400,38400
253922-1,124898-1,38400,38400
253922-1,124924-2,38400,38400
253922-1,253900-1,38400,38400
253922-1,253915-2,38400,38400
253922-1,253917-0,38400,38400
253922-1,253917-1,38400,38400
253922-1,253917-2,38400,38400
253922-1,253918-1,38400,38400
253922-1,253918-2,38400,38400
253922-1,253919-0,38400,38400
253922-1,253919-1,38400,38400
253922-1,253919-2,38400,38400
253922-1,253920-0,38400,38400
253922-1,253920-1,38400,38400
253922-1,253920-2,38400,38400
253922-1,253922-0,38400,38400
253922-1,253922-2,38400,38400
253922-1,253924-1,38400,38400
253922-1,253929-1,38400,38400
253922-1,253937-0,38400,38400
253922-1,253937-1,38400,38400
253922-1,253937-2,38400,38400
253922-1,253938-0,38400,38400
253922-1,253938-1,38400,38400
253922-1,253938-2,38400,38400
253922-1,253950-0,38400,38400
253922-1,253950-2,38400,38400
253922-1,259779-2,38400,38400
253922-2,5660-128,38400,38400
253922-2,5660-130,38400,38400
253922-2,15115-129,38400,38400
253922-2,15115-130,38400,38400
253922-2,15116-130,38400,38400
253922-2,15117-128,38400,38400
253922-2,15117-129,38400,38400
253922-2,15117-130,38400,38400
253922-2,124712-0,38400,38400
253922-2,124712-1,38400,38400
253922-2,124898-0,38400,38400
253922-2,124898-1,38400,38400
253922-2,124924-0,38400,38400
253922-2,124924-1,38400,38400
253922-2,124924-2,38400,38400
253922-2,253913-1,38400,38400
253922-2,253917-0,38400,38400
253922-2,253917-1,38400,38400
253922-2,253917-2,38400,38400
253922-2,253918-0,38400,38400
253922-2,253918-1,38400,38400
253922-2,253918-2,38400,38400
253922-2,253919-0,38400,38400
253922-2,253919-1,38400,38400
253922-2,253919-2,38400,38400
253922-2,253920-1,38400,38400
253922-2,253920-2,38400,38400
253922-2,253922-0,38400,38400
253922-2,253922-1,38400,38400
253922-2,253929-0,38400,38400
253922-2,253929-1,38400,38400
253922-2,253929-2,38400,38400
253922-2,253937-0,38400,38400
253922-2,253937-2,38400,38400
253922-2,253938-0,38400,38400
253922-2,253938-1,38400,38400
253922-2,253938-2,38400,38400
253923-0,253907-3,38400,37900
253923-0,253907-4,38400,37900
253923-0,15113-129,38400,38400
253923-0,15114-128,38400,38400
253923-0,15114-129,38400,38400
253923-0,15114-130,38400,38400
253923-0,253890-1,38400,38400
253923-0,253891-0,38400,38400
253923-0,253891-1,38400,38400
253923-0,253891-2,38400,38400
253923-0,253899-0,38400,38400
253923-0,253899-1,38400,38400
253923-0,253899-2,38400,38400
253923-0,253900-0,38400,38400
253923-0,253900-1,38400,38400
253923-0,253907-0,38400,38400
253923-0,253907-1,38400,38400
253923-0,253908-0,38400,38400
253923-0,253908-1,38400,38400
253923-0,253909-1,38400,38400
253923-0,253909-2,38400,38400
253923-0,253910-2,38400,38400
253923-0,253912-0,38400,38400
253923-0,253914-1,38400,38400
253923-0,253923-1,38400,38400
253923-0,253923-2,38400,38400
253923-0,253924-0,38400,38400
253923-0,253924-2,38400,38400
253923-0,253926-0,38400,38400
253923-0,253926-1,38400,38400
253923-0,253935-0,38400,38400
253923-0,253935-1,38400,38400
253923-0,253935-2,38400,38400
253923-0,259772-0,38400,38400
253923-0,259772-1,38400,38400
253923-0,259772-2,38400,38400
253923-0,259779-0,38400,38400
253923-0,259779-1,38400,38400
253923-0,259779-2,38400,38400
253923-0,259782-2,38400,38400
253923-0,7313-144,38400,38950
253923-0,7360-144,38400,38950
253923-0,7385-144,38400,38950
253923-0,47507-16,38400,38950
253923-0,47519-16,38400,38950
253923-0,47520-16,38400,38950
253923-0,259753-16,38400,38950
253923-1,253907-3,38400,37900
253923-1,253907-4,38400,37900
253923-1,15114-128,38400,38400
253923-1,15114-129,38400,38400
253923-1,15114-130,38400,38400
253923-1,124898-1,38400,38400
253923-1,124924-0,38400,38400
253923-1,253891-1,38400,38400
253923-1,253891-2,38400,38400
253923-1,253899-0,38400,38400
253923-1,253899-1,38400,38400
253923-1,253899-2,38400,38400
253923-1,253900-0,38400,38400
253923-1,253900-1,38400,38400
253923-1,253900-2,38400,38400
253923-1,253907-0,38400,38400
253923-1,253907-1,38400,38400
253923-1,253907-2,38400,38400
253923-1,253909-1,38400,38400
253923-1,253913-1,38400,38400
253923-1,253918-0,38400,38400
253923-1,253918-2,38400,38400
253923-1,253920-2,38400,38400
253923-1,253922-0,38400,38400
253923-1,253923-0,38400,38400
253923-1,253923-2,38400,38400
253923-1,253924-0,38400,38400
253923-1,253924-1,38400,38400
253923-1,253924-2,38400,38400
253923-1,253926-0,38400,38400
253923-1,253926-1,38400,38400
253923-1,253929-0,38400,38400
253923-1,253929-1,38400,38400
253923-1,253935-1,38400,38400
253923-1,259772-0,38400,38400
253923-1,259772-1,38400,38400
253923-1,259779-0,38400,38400
253923-1,259779-1,38400,38400
253923-1,259779-2,38400,38400
253923-1,259782-2,38400,38400
253923-1,7297-144,38400,38950
253923-1,7299-144,38400,38950
253923-1,7300-144,38400,38950
253923-1,7313-144,38400,38950
253923-1,7317-144,38400,38950
253923-1,7360-144,38400,38950
253923-1,7385-144,38400,38950
253923-1,47507-16,38400,38950
253923-1,47519-16,38400,38950
253923-1,47520-16,38400,38950
253923-1,47593-16,38400,38950
253923-1,259753-16,38400,38950
253923-2,253907-3,38400,37900
253923-2,253907-4,38400,37900
253923-2,253907-5,38400,37900
253923-2,15114-128,38400,38400
253923-2,15114-129,38400,38400
253923-2,15114-130,38400,38400
253923-2,124924-0,38400,38400
253923-2,124924-1,38400,38400
253923-2,253891-1,38400,38400
253923-2,253891-2,38400,38400
253923-2,253899-0,38400,38400
253923-2,253899-1,38400,38400
253923-2,253899-2,38400,38400
253923-2,253900-0,38400,38400
253923-2,253900-1,38400,38400
253923-2,253900-2,38400,38400
253923-2,253907-0,38400,38400
253923-2,253907-1,38400,38400
253923-2,253907-2,38400,38400
253923-2,253913-0,38400,38400
253923-2,253913-1,38400,38400
253923-2,253917-0,38400,38400
253923-2,253918-0,38400,38400
253923-2,253923-0,38400,38400
253923-2,253923-1,38400,38400
253923-2,253924-0,38400,38400
253923-2,253924-2,38400,38400
253923-2,253926-0,38400,38400
253923-2,253926-1,38400,38400
253923-2,253926-2,38400,38400
253923-2,253929-0,38400,38400
253923-2,253929-2,38400,38400
253923-2,253933-0,38400,38400
253923-2,253935-1,38400,38400
253923-2,253935-2,38400,38400
253923-2,259772-0,38400,38400
253923-2,259772-1,38400,38400
253923-2,259772-2,38400,38400
253923-2,259779-0,38400,38400
253923-2,259779-1,38400,38400
253923-2,259779-2,38400,38400
253923-2,7297-144,38400,38950
253923-2,7360-144,38400,38950
253923-2,7385-144,38400,38950
253923-2,47507-16,38400,38950
253923-2,47519-16,38400,38950
253923-2,47520-16,38400,38950
253923-2,259753-16,38400,38950
253924-0,15114-128,38400,38400
253924-0,15114-129,38400,38400
253924-0,15114-130,38400,38400
253924-0,15116-128,38400,38400
253924-0,15116-129,38400,38400
253924-0,15116-130,38400,38400
253924-0,15496-130,38400,38400
253924-0,124898-1,38400,38400
253924-0,253891-0,38400,38400
253924-0,253891-1,38400,38400
253924-0,253891-2,38400,38400
253924-0,253899-1,38400,38400
253924-0,253900-0,38400,38400
253924-0,253900-1,38400,38400
253924-0,253900-2,38400,38400
253924-0,253907-1,38400,38400
253924-0,253908-0,38400,38400
253924-0,253908-1,38400,38400
253924-0,253909-1,38400,38400
253924-0,253914-1,38400,38400
253924-0,253918-0,38400,38400
253924-0,253923-0,38400,38400
253924-0,253923-1,38400,38400
253924-0,253923-2,38400,38400
253924-0,253924-1,38400,38400
253924-0,253924-2,38400,38400
253924-0,253929-0,38400,38400
253924-0,253929-1,38400,38400
253924-0,253935-1,38400,38400
253924-0,259772-1,38400,38400
253924-0,259779-0,38400,38400
253924-0,259779-1,38400,38400
253924-0,259782-0,38400,38400
253924-0,259782-1,38400,38400
253924-0,259782-2,38400,38400
253924-0,7297-144,38400,38950
253924-0,7313-144,38400,38950
253924-0,7317-144,38400,38950
253924-0,47519-16,38400,38950
253924-0,47520-16,38400,38950
253924-0,274142-144,38400,38950
253924-1,259761-5,38400,37900
253924-1,15114-128,38400,38400
253924-1,15114-129,38400,38400
253924-1,15114-130,38400,38400
253924-1,15115-130,38400,38400
253924-1,15116-128,38400,38400
253924-1,15116-129,38400,38400
253924-1,15116-130,38400,38400
253924-1,15117-128,38400,38400
253924-1,15496-130,38400,38400
253924-1,124898-0,38400,38400
253924-1,124898-1,38400,38400
253924-1,124923-1,38400,38400
253924-1,124924-1,38400,38400
253924-1,253891-1,38400,38400
253924-1,253891-2,38400,38400
253924-1,253900-1,38400,38400
253924-1,253900-2,38400,38400
253924-1,253915-0,38400,38400
253924-1,253915-2,38400,38400
253924-1,253918-0,38400,38400
253924-1,253918-1,38400,38400
253924-1,253918-2,38400,38400
253924-1,253920-0,38400,38400
253924-1,253920-2,38400,38400
253924-1,253922-0,38400,38400
253924-1,253923-1,38400,38400
253924-1,253924-0,38400,38400
253924-1,253924-2,38400,38400
253924-1,253937-0,38400,38400
253924-1,259761-2,38400,38400
253924-1,259779-0,38400,38400
253924-1,259779-1,38400,38400
253924-1,259779-2,38400,38400
253924-1,259782-0,38400,38400
253924-1,259782-1,38400,38400
253924-1,259782-2,38400,38400
253924-1,7317-144,38400,38950
253924-1,7335-144,38400,38950
253924-1,7336-144,38400,38950
253924-1,7367-144,38400,38950
253924-1,274142-144,38400,38950
253924-2,15114-128,38400,38400
253924-2,15114-129,38400,38400
253924-2,15114-130,38400,38400
253924-2,15116-128,38400,38400
253924-2,15116-129,38400,38400
253924-2,15116-130,38400,38400
253924-2,15117-128,38400,38400
253924-2,15117-130,38400,38400
253924-2,124898-1,38400,38400
253924-2,124924-0,38400,38400
253924-2,124924-1,38400,38400
253924-2,253891-1,38400,38400
253924-2,253891-2,38400,38400
253924-2,253899-1,38400,38400
253924-2,253900-0,38400,38400
253924-2,253900-1,38400,38400
253924-2,253900-2,38400,38400
253924-2,253907-1,38400,38400
253924-2,253917-0,38400,38400
253924-2,253918-0,38400,38400
253924-2,253920-2,38400,38400
253924-2,253922-0,38400,38400
253924-2,253923-1,38400,38400
253924-2,253923-2,38400,38400
253924-2,253924-0,38400,38400
253924-2,253924-1,38400,38400
253924-2,253926-1,38400,38400
253924-2,253929-0,38400,38400
253924-2,253929-1,38400,38400
253924-2,253929-2,38400,38400
253924-2,259772-1,38400,38400
253924-2,259779-0,38400,38400
253924-2,259779-1,38400,38400
253924-2,259779-2,38400,38400
253924-2,259782-1,38400,38400
253924-2,259782-2,38400,38400
253924-2,5885-144,38400,38950
253924-2,7297-144,38400,38950
253924-2,7300-144,38400,38950
253924-2,7313-144,38400,38950
253924-2,7317-144,38400,38950
253924-2,7335-144,38400,38950
253924-2,7336-144,38400,38950
253924-2,7367-144,38400,38950
253924-2,47593-16,38400,38950
253924-2,274142-144,38400,38950
253926-0,253907-3,38400,37900
253926-0,253907-4,38400,37900
253926-0,253907-5,38400,37900
253926-0,15114-129,38400,38400
253926-0,15114-130,38400,38400
253926-0,15579-129,38400,38400
253926-0,124924-0,38400,38400
253926-0,253890-1,38400,38400
253926-0,253890-2,38400,38400
253926-0,253891-2,38400,38400
253926-0,253899-1,38400,38400
253926-0,253899-2,38400,38400
253926-0,253900-0,38400,38400
253926-0,253900-2,38400,38400
253926-0,253907-0,38400,38400
253926-0,253907-1,38400,38400
253926-0,253907-2,38400,38400
253926-0,253912-0,38400,38400
253926-0,253912-1,38400,38400
253926-0,253913-0,38400,38400
253926-0,253913-1,38400,38400
253926-0,253917-0,38400,38400
253926-0,253917-2,38400,38400
253926-0,253923-0,38400,38400
253926-0,253923-1,38400,38400
253926-0,253923-2,38400,38400
253926-0,253924-0,38400,38400
253926-0,253926-1,38400,38400
253926-0,253926-2,38400,38400
253926-0,253929-0,38400,38400
253926-0,253929-2,38400,38400
253926-0,253933-0,38400,38400
253926-0,253935-1,38400,38400
253926-0,253935-2,38400,38400
253926-0,259772-0,38400,38400
253926-0,259772-1,38400,38400
253926-0,259772-2,38400,38400
253926-0,7297-144,38400,38950
253926-0,7299-144,38400,38950
253926-0,47489-16,38400,38950
253926-0,47507-16,38400,38950
253926-0,47519-16,38400,38950
253926-0,47520-16,38400,38950
253926-0,47592-16,38400,38950
253926-0,259753-16,38400,38950
253926-1,253907-3,38400,37900
253926-1,253907-4,38400,37900
253926-1,253907-5,38400,37900
253926-1,15114-129,38400,38400
253926-1,15114-130,38400,38400
253926-1,15117-130,38400,38400
253926-1,124924-0,38400,38400
253926-1,124924-1,38400,38400
253926-1,253891-2,38400,38400
253926-1,253899-1,38400,38400
253926-1,253900-0,38400,38400
253926-1,253900-1,38400,38400
253926-1,253900-2,38400,38400
253926-1,253907-1,38400,38400
253926-1,253907-2,38400,38400
253926-1,253913-0,38400,38400
253926-1,253913-1,38400,38400
253926-1,253913-2,38400,38400
253926-1,253917-0,38400,38400
253926-1,253917-1,38400,38400
253926-1,253917-2,38400,38400
253926-1,253918-0,38400,38400
253926-1,253918-2,38400,38400
253926-1,253919-0,38400,38400
253926-1,253919-1,38400,38400
253926-1,253920-2,38400,38400
253926-1,253922-0,38400,38400
253926-1,253923-0,38400,38400
253926-1,253923-1,38400,38400
253926-1,253923-2,38400,38400
253926-1,253924-0,38400,38400
253926-1,253924-2,38400,38400
253926-1,253926-0,38400,38400
253926-1,253926-2,38400,38400
253926-1,253929-0,38400,38400
253926-1,253929-1,38400,38400
253926-1,253929-2,38400,38400
253926-1,259779-0,38400,38400
253926-1,259779-2,38400,38400
253926-1,7297-144,38400,38950
253926-1,7299-144,38400,38950
253926-1,47489-16,38400,38950
253926-1,47519-16,38400,38950
253926-1,47520-16,38400,38950
253926-1,47593-16,38400,38950
253926-1,259753-16,38400,38950
253926-2,253907-3,38400,37900
253926-2,253907-4,38400,37900
253926-2,253907-5,38400,37900
253926-2,15117-130,38400,38400
253926-2,15579-129,38400,38400
253926-2,124712-0,38400,38400
253926-2,124924-0,38400,38400
253926-2,124924-1,38400,38400
253926-2,253895-1,38400,38400
253926-2,253900-0,38400,38400
253926-2,253900-2,38400,38400
253926-2,253902-1,38400,38400
253926-2,253907-0,38400,38400
253926-2,253907-1,38400,38400
253926-2,253907-2,38400,38400
253926-2,253912-1,38400,38400
253926-2,253913-0,38400,38400
253926-2,253913-1,38400,38400
253926-2,253913-2,38400,38400
253926-2,253916-1,38400,38400
253926-2,253917-0,38400,38400
253926-2,253917-1,38400,38400
253926-2,253917-2,38400,38400
253926-2,253919-0,38400,38400
253926-2,253919-2,38400,38400
253926-2,253923-2,38400,38400
253926-2,253926-0,38400,38400
253926-2,253926-1,38400,38400
253926-2,253928-0,38400,38400
253926-2,253928-1,38400,38400
253926-2,253929-0,38400,38400
253926-2,253929-1,38400,38400
253926-2,253929-2,38400,38400
253926-2,253933-0,38400,38400
253926-2,253933-1,38400,38400
253926-2,253933-2,38400,38400
253926-2,253935-2,38400,38400
253926-2,259772-1,38400,38400
253926-2,259772-2,38400,38400
253926-2,47489-16,38400,38950
253926-2,259753-16,38400,38950
253927-0,7400-129,38400,38400
253927-0,15113-130,38400,38400
253927-0,15578-128,38400,38400
253927-0,15578-129,38400,38400
253927-0,15578-130,38400,38400
253927-0,124711-1,38400,38400
253927-0,238397-0,38400,38400
253927-0,238397-1,38400,38400
253927-0,238397-2,38400,38400
253927-0,253893-0,38400,38400
253927-0,253898-1,38400,38400
253927-0,253898-2,38400,38400
253927-0,253901-0,38400,38400
253927-0,253901-1,38400,38400
253927-0,253904-0,38400,38400
253927-0,253904-1,38400,38400
253927-0,253904-2,38400,38400
253927-0,253905-0,38400,38400
253927-0,253905-1,38400,38400
253927-0,253905-2,38400,38400
253927-0,253906-2,38400,38400
253927-0,253921-0,38400,38400
253927-0,253921-2,38400,38400
253927-0,253927-1,38400,38400
253927-0,253927-2,38400,38400
253927-0,253930-130,38400,38400
253927-0,253931-0,38400,38400
253927-0,253931-1,38400,38400
253927-0,253932-1,38400,38400
253927-0,253932-2,38400,38400
253927-0,253936-0,38400,38400
253927-0,253936-2,38400,38400
253927-0,253940-0,38400,38400
253927-0,253940-2,38400,38400
