S_SECTOR_ID,N_SECTOR_ID,S_EARFCN,N_EARFCN
124911-0,253796-1,38400,38400
124911-0,253796-2,38400,38400
124911-0,253806-0,38400,38400
124911-0,253806-1,38400,38400
124911-0,253806-2,38400,38400
124911-0,253811-0,38400,38400
124911-0,253811-1,38400,38400
124911-0,253811-2,38400,38400
124911-0,253815-0,38400,38400
124911-0,253818-1,38400,38400
124911-0,253821-0,38400,38400
124911-0,47518-16,38400,38950
124911-0,47523-16,38400,38950
124911-0,47586-16,38400,38950
124911-0,124799-16,38400,38950
124911-0,238457-16,38400,38950
124911-1,15121-128,38400,38400
124911-1,15121-129,38400,38400
124911-1,15121-130,38400,38400
124911-1,15125-128,38400,38400
124911-1,15125-129,38400,38400
124911-1,15310-128,38400,38400
124911-1,15310-129,38400,38400
124911-1,15583-128,38400,38400
124911-1,47459-0,38400,38400
124911-1,47459-1,38400,38400
124911-1,47459-2,38400,38400
124911-1,124812-1,38400,38400
124911-1,124911-0,38400,38400
124911-1,124911-2,38400,38400
124911-1,124912-0,38400,38400
124911-1,124912-1,38400,38400
124911-1,124912-2,38400,38400
124911-1,238379-1,38400,38400
124911-1,253771-0,38400,38400
124911-1,253771-1,38400,38400
124911-1,253771-2,38400,38400
124911-1,253786-0,38400,38400
124911-1,253786-1,38400,38400
124911-1,253786-2,38400,38400
124911-1,253791-1,38400,38400
124911-1,253792-0,38400,38400
124911-1,253792-1,38400,38400
124911-1,253792-2,38400,38400
124911-1,253796-0,38400,38400
124911-1,253796-1,38400,38400
124911-1,253796-2,38400,38400
124911-1,253806-0,38400,38400
124911-1,253806-1,38400,38400
124911-1,253806-2,38400,38400
124911-1,253811-1,38400,38400
124911-1,253815-0,38400,38400
124911-1,253815-1,38400,38400
124911-1,253821-0,38400,38400
124911-1,253821-1,38400,38400
124911-1,47518-16,38400,38950
124911-1,47523-16,38400,38950
124911-1,47586-16,38400,38950
124911-1,124799-16,38400,38950
124911-2,5662-130,38400,38400
124911-2,15121-128,38400,38400
124911-2,15121-129,38400,38400
124911-2,15121-130,38400,38400
124911-2,15125-128,38400,38400
124911-2,15125-129,38400,38400
124911-2,15125-130,38400,38400
124911-2,15310-128,38400,38400
124911-2,15310-130,38400,38400
124911-2,124911-0,38400,38400
124911-2,124911-1,38400,38400
124911-2,124912-0,38400,38400
124911-2,124912-1,38400,38400
124911-2,124912-2,38400,38400
124911-2,238379-1,38400,38400
124911-2,238379-2,38400,38400
124911-2,253786-0,38400,38400
124911-2,253786-1,38400,38400
124911-2,253786-2,38400,38400
124911-2,253789-1,38400,38400
124911-2,253791-0,38400,38400
124911-2,253791-1,38400,38400
124911-2,253792-0,38400,38400
124911-2,253792-1,38400,38400
124911-2,253792-2,38400,38400
124911-2,253796-0,38400,38400
124911-2,253796-1,38400,38400
124911-2,253796-2,38400,38400
124911-2,253806-0,38400,38400
124911-2,253806-1,38400,38400
124911-2,253806-2,38400,38400
124911-2,253811-0,38400,38400
124911-2,253811-1,38400,38400
124911-2,253811-2,38400,38400
124911-2,253815-0,38400,38400
124911-2,253815-1,38400,38400
124911-2,253818-1,38400,38400
124911-2,253821-0,38400,38400
124911-2,253821-1,38400,38400
124911-2,259598-0,38400,38400
124911-2,47518-16,38400,38950
124911-2,47523-16,38400,38950
124911-2,47586-16,38400,38950
124911-2,124799-16,38400,38950
124911-2,238457-16,38400,38950
124912-0,5662-128,38400,38400
124912-0,5662-129,38400,38400
124912-0,5662-130,38400,38400
124912-0,7202-130,38400,38400
124912-0,15121-128,38400,38400
124912-0,15121-130,38400,38400
124912-0,15125-128,38400,38400
124912-0,15583-128,38400,38400
124912-0,15583-129,38400,38400
124912-0,47444-1,38400,38400
124912-0,47444-2,38400,38400
124912-0,124694-0,38400,38400
124912-0,124694-1,38400,38400
124912-0,124694-2,38400,38400
124912-0,124812-1,38400,38400
124912-0,124812-2,38400,38400
124912-0,124813-1,38400,38400
124912-0,124813-2,38400,38400
124912-0,124911-0,38400,38400
124912-0,124911-1,38400,38400
124912-0,124911-2,38400,38400
124912-0,124912-1,38400,38400
124912-0,124912-2,38400,38400
124912-0,238379-0,38400,38400
124912-0,238379-1,38400,38400
124912-0,238379-2,38400,38400
124912-0,253772-1,38400,38400
124912-0,253786-0,38400,38400
124912-0,253786-2,38400,38400
124912-0,253791-0,38400,38400
124912-0,253792-0,38400,38400
124912-0,253792-1,38400,38400
124912-0,253792-2,38400,38400
124912-0,253806-0,38400,38400
124912-0,253806-2,38400,38400
124912-0,253811-0,38400,38400
124912-0,253811-2,38400,38400
124912-0,253818-0,38400,38400
124912-0,253818-1,38400,38400
124912-0,253821-0,38400,38400
124912-0,259654-1,38400,38400
124912-0,259654-2,38400,38400
124912-0,47586-16,38400,38950
124912-0,238457-16,38400,38950
124912-0,238457-17,38400,39148
124912-1,5662-128,38400,38400
124912-1,5662-129,38400,38400
124912-1,5662-130,38400,38400
124912-1,15121-128,38400,38400
124912-1,15121-129,38400,38400
124912-1,15121-130,38400,38400
124912-1,15125-128,38400,38400
124912-1,15125-129,38400,38400
124912-1,15125-130,38400,38400
124912-1,15583-128,38400,38400
124912-1,15583-129,38400,38400
124912-1,47444-2,38400,38400
124912-1,47459-2,38400,38400
124912-1,124812-1,38400,38400
124912-1,124911-0,38400,38400
124912-1,124911-1,38400,38400
124912-1,124911-2,38400,38400
124912-1,124912-0,38400,38400
124912-1,124912-2,38400,38400
124912-1,238379-1,38400,38400
124912-1,253771-0,38400,38400
124912-1,253786-1,38400,38400
124912-1,253786-2,38400,38400
124912-1,253792-0,38400,38400
124912-1,253792-1,38400,38400
124912-1,253792-2,38400,38400
124912-1,253806-0,38400,38400
124912-1,253806-1,38400,38400
124912-1,253806-2,38400,38400
124912-1,253811-0,38400,38400
124912-1,253811-1,38400,38400
124912-1,253815-0,38400,38400
124912-1,253818-1,38400,38400
124912-1,253821-0,38400,38400
124912-1,47523-16,38400,38950
124912-1,47586-16,38400,38950
124912-1,124799-16,38400,38950
124912-2,5662-128,38400,38400
124912-2,5662-129,38400,38400
124912-2,5662-130,38400,38400
124912-2,15125-128,38400,38400
124912-2,15125-129,38400,38400
124912-2,15125-130,38400,38400
124912-2,15583-128,38400,38400
124912-2,15583-129,38400,38400
124912-2,124694-2,38400,38400
124912-2,124911-0,38400,38400
124912-2,124911-1,38400,38400
124912-2,124911-2,38400,38400
124912-2,124912-0,38400,38400
124912-2,124912-1,38400,38400
124912-2,238379-0,38400,38400
124912-2,238379-1,38400,38400
124912-2,238379-2,38400,38400
124912-2,253772-1,38400,38400
124912-2,253789-0,38400,38400
124912-2,253789-1,38400,38400
124912-2,253791-0,38400,38400
124912-2,253791-1,38400,38400
124912-2,253792-0,38400,38400
124912-2,253792-2,38400,38400
124912-2,253806-0,38400,38400
124912-2,253806-1,38400,38400
124912-2,253806-2,38400,38400
124912-2,253807-0,38400,38400
124912-2,253811-0,38400,38400
124912-2,253811-1,38400,38400
124912-2,253811-2,38400,38400
124912-2,253815-0,38400,38400
124912-2,253815-1,38400,38400
124912-2,253818-0,38400,38400
124912-2,253818-1,38400,38400
124912-2,253821-0,38400,38400
124912-2,253821-2,38400,38400
124912-2,47586-16,38400,38950
124912-2,238457-16,38400,38950
124912-2,238457-17,38400,39148
124923-0,259761-3,38400,37900
124923-0,259761-4,38400,37900
124923-0,259761-5,38400,37900
124923-0,15115-128,38400,38400
124923-0,15115-129,38400,38400
124923-0,47467-0,38400,38400
124923-0,47467-1,38400,38400
124923-0,47467-2,38400,38400
124923-0,47468-0,38400,38400
124923-0,47468-1,38400,38400
124923-0,47468-2,38400,38400
124923-0,124713-0,38400,38400
124923-0,124713-1,38400,38400
124923-0,124713-2,38400,38400
124923-0,124898-0,38400,38400
124923-0,124923-1,38400,38400
124923-0,253915-1,38400,38400
124923-0,253920-1,38400,38400
124923-0,253937-0,38400,38400
124923-0,253937-1,38400,38400
124923-0,253949-2,38400,38400
124923-0,253950-0,38400,38400
124923-0,253950-1,38400,38400
124923-0,253950-2,38400,38400
124923-0,259584-2,38400,38400
124923-0,259682-0,38400,38400
124923-0,259682-1,38400,38400
124923-0,259682-2,38400,38400
124923-0,259761-0,38400,38400
124923-0,259761-1,38400,38400
124923-0,259761-2,38400,38400
124923-0,259781-0,38400,38400
124923-0,259781-1,38400,38400
124923-0,259781-2,38400,38400
124923-0,259782-0,38400,38400
124923-0,259782-1,38400,38400
124923-1,259761-4,38400,37900
124923-1,259761-5,38400,37900
124923-1,5660-128,38400,38400
124923-1,15115-128,38400,38400
124923-1,15115-129,38400,38400
124923-1,15115-130,38400,38400
124923-1,15116-128,38400,38400
124923-1,15116-129,38400,38400
124923-1,15116-130,38400,38400
124923-1,15516-130,38400,38400
124923-1,47468-0,38400,38400
124923-1,47468-2,38400,38400
124923-1,124713-2,38400,38400
124923-1,124898-0,38400,38400
124923-1,124898-1,38400,38400
124923-1,124923-0,38400,38400
124923-1,253915-0,38400,38400
124923-1,253915-1,38400,38400
124923-1,253915-2,38400,38400
124923-1,253920-0,38400,38400
124923-1,253920-1,38400,38400
124923-1,253920-2,38400,38400
124923-1,253924-1,38400,38400
124923-1,253937-0,38400,38400
124923-1,253937-1,38400,38400
124923-1,253937-2,38400,38400
124923-1,253938-0,38400,38400
124923-1,253950-0,38400,38400
124923-1,253950-2,38400,38400
124923-1,259584-2,38400,38400
124923-1,259682-0,38400,38400
124923-1,259682-1,38400,38400
124923-1,259682-2,38400,38400
124923-1,259761-1,38400,38400
124923-1,259761-2,38400,38400
124923-1,259779-1,38400,38400
124923-1,259781-0,38400,38400
124923-1,259781-1,38400,38400
124923-1,259781-2,38400,38400
124923-1,259782-0,38400,38400
124923-1,259782-1,38400,38400
124923-1,259782-2,38400,38400
124924-0,253907-3,38400,37900
124924-0,253907-4,38400,37900
124924-0,253907-5,38400,37900
124924-0,15114-129,38400,38400
124924-0,15117-130,38400,38400
124924-0,124712-0,38400,38400
124924-0,124924-1,38400,38400
124924-0,124924-2,38400,38400
124924-0,253891-2,38400,38400
124924-0,253900-0,38400,38400
124924-0,253900-1,38400,38400
124924-0,253900-2,38400,38400
124924-0,253907-1,38400,38400
124924-0,253907-2,38400,38400
124924-0,253913-0,38400,38400
124924-0,253913-1,38400,38400
124924-0,253913-2,38400,38400
124924-0,253917-0,38400,38400
124924-0,253917-1,38400,38400
124924-0,253917-2,38400,38400
124924-0,253918-0,38400,38400
124924-0,253918-2,38400,38400
124924-0,253919-0,38400,38400
124924-0,253923-1,38400,38400
124924-0,253923-2,38400,38400
124924-0,253924-2,38400,38400
124924-0,253926-0,38400,38400
124924-0,253926-1,38400,38400
124924-0,253926-2,38400,38400
124924-0,253928-1,38400,38400
124924-0,253929-0,38400,38400
124924-0,253929-1,38400,38400
124924-0,253929-2,38400,38400
124924-0,253933-0,38400,38400
124924-0,259772-1,38400,38400
124924-0,259779-0,38400,38400
124924-0,259779-2,38400,38400
124924-0,5885-144,38400,38950
124924-0,7299-144,38400,38950
124924-0,7300-144,38400,38950
124924-0,7313-144,38400,38950
124924-0,7317-144,38400,38950
124924-0,7335-144,38400,38950
124924-0,7336-144,38400,38950
124924-0,7367-144,38400,38950
124924-0,47489-16,38400,38950
124924-1,253907-3,38400,37900
124924-1,253907-4,38400,37900
124924-1,253907-5,38400,37900
124924-1,15114-128,38400,38400
124924-1,15114-129,38400,38400
124924-1,15116-130,38400,38400
124924-1,15117-128,38400,38400
124924-1,15117-130,38400,38400
124924-1,124898-1,38400,38400
124924-1,124924-0,38400,38400
124924-1,124924-2,38400,38400
124924-1,253891-2,38400,38400
124924-1,253900-1,38400,38400
124924-1,253900-2,38400,38400
124924-1,253907-1,38400,38400
124924-1,253913-1,38400,38400
124924-1,253917-0,38400,38400
124924-1,253917-2,38400,38400
124924-1,253918-0,38400,38400
124924-1,253918-1,38400,38400
124924-1,253918-2,38400,38400
124924-1,253919-0,38400,38400
124924-1,253920-2,38400,38400
124924-1,253922-0,38400,38400
124924-1,253923-2,38400,38400
124924-1,253924-2,38400,38400
124924-1,253926-1,38400,38400
124924-1,253926-2,38400,38400
124924-1,253929-0,38400,38400
124924-1,253929-1,38400,38400
124924-1,253929-2,38400,38400
124924-1,259772-1,38400,38400
124924-1,259779-0,38400,38400
124924-1,259779-1,38400,38400
124924-1,259779-2,38400,38400
124924-1,5885-144,38400,38950
124924-1,7299-144,38400,38950
124924-1,7300-144,38400,38950
124924-1,7313-144,38400,38950
124924-1,7317-144,38400,38950
124924-1,7335-144,38400,38950
124924-1,7336-144,38400,38950
124924-1,7367-144,38400,38950
124924-1,47489-16,38400,38950
124924-1,47593-16,38400,38950
124924-2,253907-4,38400,37900
124924-2,253907-5,38400,37900
124924-2,5660-128,38400,38400
124924-2,15117-128,38400,38400
124924-2,15117-129,38400,38400
124924-2,15117-130,38400,38400
124924-2,124712-0,38400,38400
124924-2,124924-0,38400,38400
124924-2,124924-1,38400,38400
124924-2,253900-2,38400,38400
124924-2,253913-1,38400,38400
124924-2,253913-2,38400,38400
124924-2,253917-0,38400,38400
124924-2,253917-1,38400,38400
124924-2,253917-2,38400,38400
124924-2,253918-1,38400,38400
124924-2,253918-2,38400,38400
124924-2,253919-0,38400,38400
124924-2,253919-1,38400,38400
124924-2,253919-2,38400,38400
124924-2,253920-1,38400,38400
124924-2,253920-2,38400,38400
124924-2,253922-0,38400,38400
124924-2,253922-1,38400,38400
124924-2,253922-2,38400,38400
124924-2,253926-1,38400,38400
124924-2,253926-2,38400,38400
124924-2,253928-1,38400,38400
124924-2,253929-0,38400,38400
124924-2,253929-1,38400,38400
124924-2,253929-2,38400,38400
124924-2,253937-0,38400,38400
124924-2,253938-0,38400,38400
124924-2,253938-2,38400,38400
124924-2,259779-1,38400,38400
124924-2,259779-2,38400,38400
124924-2,5885-144,38400,38950
124924-2,7300-144,38400,38950
124924-2,7335-144,38400,38950
124924-2,7336-144,38400,38950
124924-2,7367-144,38400,38950
124924-2,47593-16,38400,38950
15113-128,15113-3,38400,37900
15113-128,15113-4,38400,37900
15113-128,15113-5,38400,37900
15113-128,15113-129,38400,38400
15113-128,15113-130,38400,38400
15113-128,15578-128,38400,38400
15113-128,15578-129,38400,38400
15113-128,253890-0,38400,38400
15113-128,253890-1,38400,38400
15113-128,253890-2,38400,38400
15113-128,253892-0,38400,38400
15113-128,253892-2,38400,38400
15113-128,253896-2,38400,38400
15113-128,253898-0,38400,38400
15113-128,253898-1,38400,38400
15113-128,253898-2,38400,38400
15113-128,253899-0,38400,38400
15113-128,253908-1,38400,38400
15113-128,253908-2,38400,38400
15113-128,253909-0,38400,38400
15113-128,253909-2,38400,38400
15113-128,253910-2,38400,38400
15113-128,253911-1,38400,38400
15113-128,253911-2,38400,38400
15113-128,253914-0,38400,38400
15113-128,253914-1,38400,38400
15113-128,253914-2,38400,38400
15113-128,253932-0,38400,38400
15113-128,253932-1,38400,38400
15113-128,253932-2,38400,38400
15113-128,253934-0,38400,38400
15113-128,253934-1,38400,38400
15113-128,253934-2,38400,38400
15113-128,253935-0,38400,38400
15113-128,253936-0,38400,38400
15113-128,253936-1,38400,38400
15113-128,253936-2,38400,38400
15113-128,253940-0,38400,38400
15113-128,253940-1,38400,38400
15113-128,259775-1,38400,38400
15113-129,15113-3,38400,37900
15113-129,15113-4,38400,37900
15113-129,15113-5,38400,37900
15113-129,253892-3,38400,37900
15113-129,253892-5,38400,37900
15113-129,15113-128,38400,38400
15113-129,15113-130,38400,38400
15113-129,15578-128,38400,38400
15113-129,15578-129,38400,38400
15113-129,15578-130,38400,38400
15113-129,15579-128,38400,38400
15113-129,253890-0,38400,38400
15113-129,253890-1,38400,38400
15113-129,253890-2,38400,38400
15113-129,253892-0,38400,38400
15113-129,253892-1,38400,38400
15113-129,253892-2,38400,38400
15113-129,253898-1,38400,38400
15113-129,253899-0,38400,38400
15113-129,253899-2,38400,38400
15113-129,253902-0,38400,38400
15113-129,253907-0,38400,38400
15113-129,253908-1,38400,38400
15113-129,253908-2,38400,38400
15113-129,253909-2,38400,38400
15113-129,253911-1,38400,38400
15113-129,253911-2,38400,38400
15113-129,253912-0,38400,38400
15113-129,253912-2,38400,38400
15113-129,253914-0,38400,38400
15113-129,253914-1,38400,38400
15113-129,253914-2,38400,38400
15113-129,253932-1,38400,38400
15113-129,253934-0,38400,38400
15113-129,253934-1,38400,38400
15113-129,253935-0,38400,38400
15113-129,253935-1,38400,38400
15113-129,253935-2,38400,38400
15113-129,253936-0,38400,38400
15113-129,253936-1,38400,38400
15113-129,253936-2,38400,38400
15113-129,253940-0,38400,38400
15113-129,253940-1,38400,38400
15113-129,259772-0,38400,38400
15113-129,259772-2,38400,38400
15113-129,259775-1,38400,38400
15113-130,15113-3,38400,37900
15113-130,15113-4,38400,37900
15113-130,15113-5,38400,37900
15113-130,253892-5,38400,37900
15113-130,15113-128,38400,38400
15113-130,15113-129,38400,38400
15113-130,15578-128,38400,38400
15113-130,15578-129,38400,38400
15113-130,15578-130,38400,38400
15113-130,15579-128,38400,38400
15113-130,253890-0,38400,38400
15113-130,253890-1,38400,38400
15113-130,253890-2,38400,38400
15113-130,253892-0,38400,38400
15113-130,253892-2,38400,38400
15113-130,253898-0,38400,38400
15113-130,253898-1,38400,38400
15113-130,253898-2,38400,38400
15113-130,253904-1,38400,38400
15113-130,253906-2,38400,38400
15113-130,253912-2,38400,38400
15113-130,253914-2,38400,38400
15113-130,253921-0,38400,38400
15113-130,253927-0,38400,38400
15113-130,253927-1,38400,38400
15113-130,253932-1,38400,38400
15113-130,253932-2,38400,38400
15113-130,253934-1,38400,38400
15113-130,253934-2,38400,38400
15113-130,253935-0,38400,38400
15113-130,253936-0,38400,38400
15113-130,253936-1,38400,38400
15113-130,253936-2,38400,38400
15113-130,253940-0,38400,38400
15113-130,253940-1,38400,38400
15113-130,253940-2,38400,38400
15113-130,259775-0,38400,38400
15113-130,259775-1,38400,38400
15113-130,259775-2,38400,38400
15113-130,47501-16,38400,38950
15113-3,15113-4,37900,37900
15113-3,15113-5,37900,37900
15113-3,253892-5,37900,37900
15113-3,15113-128,37900,38400
15113-3,15113-129,37900,38400
15113-3,15113-130,37900,38400
15113-3,15578-128,37900,38400
15113-3,15578-129,37900,38400
15113-3,253890-0,37900,38400
15113-3,253890-1,37900,38400
15113-3,253890-2,37900,38400
15113-3,253892-2,37900,38400
15113-3,253909-2,37900,38400
15113-3,253914-0,37900,38400
15113-3,253914-1,37900,38400
15113-3,253914-2,37900,38400
15113-3,253932-0,37900,38400
15113-3,253932-1,37900,38400
15113-3,253932-2,37900,38400
15113-3,253934-0,37900,38400
15113-3,253934-1,37900,38400
15113-3,253934-2,37900,38400
15113-3,253935-0,37900,38400
15113-3,253935-2,37900,38400
15113-3,253936-0,37900,38400
15113-3,253936-1,37900,38400
15113-3,253936-2,37900,38400
15113-4,15113-3,37900,37900
15113-4,15113-5,37900,37900
15113-4,253892-3,37900,37900
15113-4,253892-5,37900,37900
15113-4,15113-128,37900,38400
15113-4,15113-129,37900,38400
15113-4,15113-130,37900,38400
15113-4,15578-128,37900,38400
15113-4,15578-129,37900,38400
15113-4,15579-128,37900,38400
15113-4,253890-0,37900,38400
15113-4,253890-1,37900,38400
15113-4,253890-2,37900,38400
15113-4,253892-0,37900,38400
15113-4,253892-2,37900,38400
15113-4,253898-0,37900,38400
15113-4,253898-1,37900,38400
15113-4,253909-2,37900,38400
15113-4,253912-2,37900,38400
15113-4,253914-0,37900,38400
15113-4,253914-1,37900,38400
15113-4,253914-2,37900,38400
15113-4,253934-1,37900,38400
15113-4,253934-2,37900,38400
15113-4,253935-0,37900,38400
15113-4,253935-1,37900,38400
15113-4,253935-2,37900,38400
15113-4,253936-0,37900,38400
15113-4,253936-1,37900,38400
15113-4,253936-2,37900,38400
15113-4,259772-0,37900,38400
15113-4,259772-1,37900,38400
15113-4,259772-2,37900,38400
15113-5,15113-3,37900,37900
15113-5,15113-4,37900,37900
15113-5,253892-3,37900,37900
15113-5,253892-5,37900,37900
15113-5,15113-128,37900,38400
15113-5,15113-129,37900,38400
15113-5,15113-130,37900,38400
15113-5,15578-128,37900,38400
15113-5,15578-129,37900,38400
15113-5,15578-130,37900,38400
15113-5,253890-0,37900,38400
15113-5,253890-1,37900,38400
15113-5,253890-2,37900,38400
15113-5,253892-0,37900,38400
15113-5,253892-2,37900,38400
15113-5,253909-2,37900,38400
15113-5,253912-2,37900,38400
15113-5,253914-2,37900,38400
15113-5,253932-0,37900,38400
15113-5,253932-1,37900,38400
15113-5,253932-2,37900,38400
15113-5,253934-1,37900,38400
15113-5,253934-2,37900,38400
15113-5,253935-0,37900,38400
15113-5,253935-2,37900,38400
15113-5,253936-0,37900,38400
15113-5,253936-1,37900,38400
15113-5,253936-2,37900,38400
15113-5,259775-0,37900,38400
15113-5,259775-1,37900,38400
15113-5,259775-2,37900,38400
15114-128,15114-129,38400,38400
15114-128,15114-130,38400,38400
15114-128,15115-130,38400,38400
15114-128,15116-128,38400,38400
15114-128,15116-129,38400,38400
15114-128,15116-130,38400,38400
15114-128,15117-128,38400,38400
15114-128,15117-130,38400,38400
15114-128,15496-130,38400,38400
15114-128,124898-1,38400,38400
15114-128,124924-0,38400,38400
15114-128,124924-1,38400,38400
15114-128,253891-0,38400,38400
15114-128,253891-1,38400,38400
15114-128,253891-2,38400,38400
15114-128,253899-1,38400,38400
15114-128,253900-0,38400,38400
15114-128,253900-1,38400,38400
15114-128,253900-2,38400,38400
15114-128,253908-0,38400,38400
15114-128,253918-1,38400,38400
15114-128,253918-2,38400,38400
15114-128,253920-2,38400,38400
15114-128,253923-0,38400,38400
15114-128,253923-1,38400,38400
15114-128,253923-2,38400,38400
15114-128,253924-0,38400,38400
15114-128,253924-1,38400,38400
15114-128,253924-2,38400,38400
15114-128,259779-0,38400,38400
15114-128,259779-1,38400,38400
15114-128,259779-2,38400,38400
15114-128,259782-0,38400,38400
15114-128,259782-1,38400,38400
15114-128,259782-2,38400,38400
15114-128,274142-144,38400,38950
15114-129,15114-128,38400,38400
15114-129,15114-130,38400,38400
15114-129,15116-130,38400,38400
15114-129,15117-130,38400,38400
15114-129,124924-0,38400,38400
15114-129,124924-1,38400,38400
15114-129,253891-1,38400,38400
15114-129,253891-2,38400,38400
15114-129,253899-1,38400,38400
15114-129,253899-2,38400,38400
15114-129,253900-0,38400,38400
15114-129,253900-1,38400,38400
15114-129,253900-2,38400,38400
15114-129,253907-0,38400,38400
15114-129,253907-1,38400,38400
15114-129,253913-1,38400,38400
15114-129,253917-0,38400,38400
15114-129,253918-2,38400,38400
15114-129,253923-0,38400,38400
15114-129,253923-1,38400,38400
15114-129,253923-2,38400,38400
15114-129,253924-0,38400,38400
15114-129,253924-1,38400,38400
15114-129,253924-2,38400,38400
15114-129,253926-0,38400,38400
15114-129,253926-1,38400,38400
15114-129,253929-0,38400,38400
15114-129,253929-1,38400,38400
15114-129,253935-1,38400,38400
15114-129,259772-1,38400,38400
15114-129,259779-0,38400,38400
15114-129,259779-1,38400,38400
15114-129,259779-2,38400,38400
15114-129,259782-1,38400,38400
15114-129,259782-2,38400,38400
15114-129,47519-16,38400,38950
15114-129,274142-144,38400,38950
15114-130,15114-128,38400,38400
15114-130,15114-129,38400,38400
15114-130,15116-130,38400,38400
15114-130,253891-0,38400,38400
15114-130,253891-1,38400,38400
15114-130,253891-2,38400,38400
15114-130,253899-0,38400,38400
15114-130,253899-1,38400,38400
15114-130,253899-2,38400,38400
15114-130,253900-0,38400,38400
15114-130,253900-1,38400,38400
15114-130,253900-2,38400,38400
15114-130,253907-0,38400,38400
15114-130,253907-1,38400,38400
15114-130,253908-0,38400,38400
15114-130,253908-1,38400,38400
15114-130,253908-2,38400,38400
15114-130,253909-1,38400,38400
15114-130,253909-2,38400,38400
15114-130,253910-2,38400,38400
15114-130,253914-1,38400,38400
15114-130,253923-0,38400,38400
15114-130,253923-1,38400,38400
15114-130,253923-2,38400,38400
15114-130,253924-0,38400,38400
15114-130,253924-1,38400,38400
15114-130,253924-2,38400,38400
15114-130,253926-0,38400,38400
15114-130,253926-1,38400,38400
15114-130,253929-0,38400,38400
15114-130,253935-1,38400,38400
15114-130,259772-0,38400,38400
15114-130,259772-1,38400,38400
15114-130,259779-0,38400,38400
15114-130,259779-1,38400,38400
15114-130,259779-2,38400,38400
15114-130,259782-2,38400,38400
15114-130,47519-16,38400,38950
15115-128,259761-4,38400,37900
15115-128,259761-5,38400,37900
15115-128,5660-128,38400,38400
15115-128,15115-129,38400,38400
15115-128,15115-130,38400,38400
15115-128,15116-128,38400,38400
15115-128,15116-129,38400,38400
15115-128,15116-130,38400,38400
15115-128,15117-128,38400,38400
15115-128,47468-2,38400,38400
15115-128,124898-0,38400,38400
15115-128,124898-1,38400,38400
15115-128,124923-0,38400,38400
15115-128,124923-1,38400,38400
15115-128,253915-0,38400,38400
15115-128,253915-1,38400,38400
15115-128,253915-2,38400,38400
15115-128,253918-1,38400,38400
15115-128,253920-0,38400,38400
15115-128,253920-1,38400,38400
15115-128,253922-0,38400,38400
15115-128,253922-1,38400,38400
15115-128,253924-1,38400,38400
15115-128,253937-0,38400,38400
15115-128,253937-1,38400,38400
15115-128,253937-2,38400,38400
15115-128,253938-0,38400,38400
15115-128,253938-1,38400,38400
15115-128,259682-0,38400,38400
15115-128,259682-1,38400,38400
15115-128,259682-2,38400,38400
15115-128,259761-1,38400,38400
15115-128,259761-2,38400,38400
15115-128,259782-0,38400,38400
15115-128,259782-1,38400,38400
15115-128,7335-144,38400,38950
15115-128,7336-144,38400,38950
15115-128,7367-144,38400,38950
15115-129,5660-128,38400,38400
15115-129,5660-129,38400,38400
15115-129,15115-128,38400,38400
15115-129,15115-130,38400,38400
15115-129,15116-128,38400,38400
15115-129,15116-129,38400,38400
15115-129,15116-130,38400,38400
15115-129,15117-128,38400,38400
15115-129,15117-129,38400,38400
15115-129,15117-130,38400,38400
15115-129,124898-0,38400,38400
15115-129,124898-1,38400,38400
15115-129,124923-0,38400,38400
15115-129,124923-1,38400,38400
15115-129,253915-0,38400,38400
15115-129,253915-1,38400,38400
15115-129,253915-2,38400,38400
15115-129,253918-1,38400,38400
15115-129,253918-2,38400,38400
15115-129,253920-0,38400,38400
15115-129,253920-1,38400,38400
15115-129,253922-0,38400,38400
15115-129,253922-1,38400,38400
15115-129,253922-2,38400,38400
15115-129,253937-0,38400,38400
15115-129,253937-1,38400,38400
15115-129,253937-2,38400,38400
15115-129,253938-0,38400,38400
15115-129,253938-1,38400,38400
15115-129,253938-2,38400,38400
15115-129,259682-2,38400,38400
15115-129,259782-1,38400,38400
15115-129,7300-144,38400,38950
15115-130,5660-128,38400,38400
15115-130,15114-128,38400,38400
15115-130,15115-128,38400,38400
15115-130,15115-129,38400,38400
15115-130,15116-128,38400,38400
15115-130,15116-129,38400,38400
15115-130,15116-130,38400,38400
15115-130,15117-128,38400,38400
15115-130,124898-0,38400,38400
15115-130,124898-1,38400,38400
15115-130,124923-1,38400,38400
15115-130,124924-1,38400,38400
15115-130,253900-1,38400,38400
15115-130,253915-0,38400,38400
15115-130,253915-2,38400,38400
15115-130,253918-0,38400,38400
15115-130,253918-1,38400,38400
15115-130,253920-0,38400,38400
15115-130,253920-1,38400,38400
15115-130,253920-2,38400,38400
15115-130,253922-0,38400,38400
15115-130,253922-1,38400,38400
15115-130,253924-1,38400,38400
15115-130,253924-2,38400,38400
15115-130,253929-0,38400,38400
15115-130,253937-0,38400,38400
15115-130,253937-1,38400,38400
15115-130,253937-2,38400,38400
15115-130,253938-0,38400,38400
15115-130,259779-1,38400,38400
15115-130,259782-1,38400,38400
15115-130,259782-2,38400,38400
15115-130,7300-144,38400,38950
15115-130,7335-144,38400,38950
15115-130,7336-144,38400,38950
15115-130,7367-144,38400,38950
