S_SECTOR_ID,N_SECTOR_ID
259779-2,253910-2
259779-2,15116-130
259779-2,253907-5
259779-2,15117-128
259779-2,253917-2
259779-2,259761-4
259779-2,253926-0
259779-2,5682-128
259779-2,5885-144
259779-2,253912-0
259779-2,253907-2
259779-2,253916-1
259779-2,15496-128
259779-2,124898-0
259779-2,253900-1
259779-2,15294-130
259779-2,253922-1
259779-2,253923-0
259779-2,253926-2
259779-2,253950-1
259779-2,253907-1
259779-2,47468-2
259779-2,253919-0
259779-2,253922-2
259779-2,253900-2
259779-2,253933-0
259779-2,253918-2
259779-2,253913-1
259779-2,259772-0
259779-2,253929-1
259779-2,253938-1
259779-2,15117-130
259779-2,47468-0
259779-2,259584-2
259779-2,253909-0
259779-2,259682-1
259779-2,124924-2
259779-2,253950-2
259779-2,47507-16
259779-2,253928-0
259779-2,253913-0
259779-2,7367-144
259779-2,124924-1
259779-2,253891-2
259779-2,15496-129
259779-2,253938-0
259779-2,7299-144
259779-2,253928-2
259779-2,253899-1
259779-2,7297-144
259779-2,259779-1
259779-2,47467-2
259779-2,15115-130
259779-2,253920-2
259779-2,253949-2
259779-2,253924-1
259779-2,259761-1
259779-2,253907-3
259779-2,259682-2
259779-2,15114-129
259779-2,47519-16
259779-2,253915-0
259779-2,124923-1
259779-2,7360-144
259779-2,253908-2
259779-2,15114-128
259779-2,259781-2
259779-2,253920-1
259779-2,253938-2
259779-2,259782-1
259779-2,253935-2
259779-2,253908-1
259779-2,253950-0
259779-2,7300-144
259779-2,253909-2
259779-2,253924-0
259779-2,253915-1
259779-2,47489-16
259779-2,47484-16
259779-2,253929-0
259779-2,253937-1
259779-2,253919-2
259779-2,253909-1
259779-2,253917-0
259779-2,253924-2
259779-2,253920-0
259779-2,253908-0
259779-2,253899-2
259779-2,259761-5
259779-2,15294-128
259779-2,253929-2
259779-2,259761-0
259779-2,259682-0
259779-2,124923-0
259779-2,253912-1
259779-2,253891-1
259779-2,47592-16
259779-2,7317-144
259779-2,259781-0
259779-2,253935-1
259779-2,259772-1
259779-2,253937-0
259779-2,5660-129
259779-2,124924-0
259779-2,253933-1
259781-0,253937-0
259781-0,259782-1
259781-0,253938-2
259781-0,259627-3
259781-0,259761-1
259781-0,124689-0
259781-0,124684-0
259781-0,47470-0
259781-0,47468-2
259781-0,259761-4
259781-0,15514-130
259781-0,273929-129
259781-0,15486-129
259781-0,15117-128
259781-0,7300-144
259781-0,259584-3
259781-0,15116-130
259781-0,259782-2
259781-0,15514-128
259781-0,259627-5
259781-0,15496-130
259781-0,124689-2
259781-0,253949-0
259781-0,7336-144
259781-0,259779-1
259781-0,259682-1
259781-0,273929-130
259781-0,47467-1
259781-0,259584-2
259781-0,253938-1
259781-0,47469-2
259781-0,5885-144
259781-0,259781-1
259781-0,47467-2
259781-0,7367-144
259781-0,253949-1
259781-0,253918-0
259781-0,15516-128
259781-0,15115-130
259781-0,15496-129
259781-0,124684-2
259781-0,253950-2
259781-0,124713-2
259781-0,253938-0
259781-0,7199-128
259781-0,124713-1
259781-0,259627-1
259781-0,253924-1
259781-0,273929-128
259781-0,7313-144
259781-0,7335-144
259781-0,259682-2
259781-0,124923-1
259781-0,259584-0
259781-0,253908-0
259781-0,253920-2
259781-0,15514-129
259781-0,253924-2
259781-0,253920-1
259781-0,253915-0
259781-0,15114-128
259781-0,47470-2
259781-0,47469-1
259781-0,259761-5
259781-0,253924-0
259781-0,259627-2
259781-0,259761-0
259781-0,253950-0
259781-0,15516-129
259781-0,47468-1
259781-0,253920-0
259781-0,253915-1
259781-0,253949-2
259781-0,253937-2
259781-0,124898-0
259781-0,15496-128
259781-0,47469-0
259781-0,124713-0
259781-0,47468-0
259781-0,124923-0
259781-0,124898-1
259781-0,259779-0
259781-0,7198-128
259781-0,15115-128
259781-0,15116-129
259781-0,259779-2
259781-0,5660-129
259781-0,259761-2
259781-0,15116-128
259781-0,15486-130
259781-0,259682-0
259781-0,253922-1
259781-0,124681-0
259781-0,259781-2
259781-0,259627-4
259781-0,259761-3
259781-0,124924-1
259781-0,15486-128
259781-0,124697-0
259781-0,253937-1
259781-0,5660-128
259781-0,47467-0
259781-0,253922-0
259781-0,15115-129
259781-0,15516-130
259781-0,259627-0
259781-0,124697-2
259781-0,253950-1
259781-0,259782-0
259781-0,47470-1
259781-0,259584-1
259781-0,124681-2
259781-0,253915-2
259781-0,253918-1
259781-1,273929-128
259781-1,253920-1
259781-1,47470-2
259781-1,124898-0
259781-1,253938-2
259781-1,253937-0
259781-1,259682-2
259781-1,253915-2
259781-1,273929-129
259781-1,259584-1
259781-1,15486-129
259781-1,259782-0
259781-1,124689-2
259781-1,47470-0
259781-1,259584-3
259781-1,124713-1
259781-1,259761-4
259781-1,253950-1
259781-1,259779-1
259781-1,47468-0
259781-1,15116-130
259781-1,47469-2
259781-1,15514-130
259781-1,47468-2
259781-1,259627-5
259781-1,273929-130
259781-1,253949-0
259781-1,259584-2
259781-1,15496-130
259781-1,253938-1
259781-1,259682-1
259781-1,47467-1
259781-1,15514-128
259781-1,47467-2
259781-1,15115-130
259781-1,253949-1
259781-1,15516-128
259781-1,7199-128
259781-1,253938-0
259781-1,15496-129
259781-1,259627-1
259781-1,253950-2
259781-1,253950-0
259781-1,259627-3
259781-1,47468-1
259781-1,259761-1
259781-1,259782-1
259781-1,124713-0
259781-1,253920-2
259781-1,15514-129
259781-1,259584-0
259781-1,253924-1
259781-1,253915-0
259781-1,259761-0
259781-1,47469-1
259781-1,259761-5
259781-1,259627-2
259781-1,124923-1
259781-1,253920-0
259781-1,253937-2
259781-1,253949-2
259781-1,259781-2
259781-1,15496-128
259781-1,253908-0
259781-1,15516-129
259781-1,253924-0
259781-1,253915-1
259781-1,15116-128
259781-1,15486-130
259781-1,253922-1
259781-1,5660-129
259781-1,47469-0
259781-1,259782-2
259781-1,259682-0
259781-1,124923-0
259781-1,15516-130
259781-1,124898-1
259781-1,7198-128
259781-1,124681-0
259781-1,259627-4
259781-1,15115-128
259781-1,259761-2
259781-1,15116-129
259781-1,259761-3
259781-1,253937-1
259781-1,47467-0
259781-1,15486-128
259781-1,124689-0
259781-1,124697-0
259781-1,5660-128
259781-1,253922-0
259781-1,15115-129
259781-1,124697-2
259781-1,259627-0
259781-1,259781-0
259781-1,124713-2
259781-1,47470-1
259781-1,124681-2
259781-1,253919-1
259781-2,7300-144
259781-2,47593-16
259781-2,273929-129
259781-2,15496-129
259781-2,15514-130
259781-2,47470-2
259781-2,124898-0
259781-2,47469-1
259781-2,7313-144
259781-2,259682-2
259781-2,47468-1
259781-2,15486-128
259781-2,259682-0
259781-2,253924-1
259781-2,253920-2
259781-2,15115-128
259781-2,253908-0
259781-2,15514-128
259781-2,253920-1
259781-2,15116-128
259781-2,259779-2
259781-2,253924-2
259781-2,253950-0
259781-2,259761-0
259781-2,259627-2
259781-2,124923-1
259781-2,259779-0
259781-2,7336-144
259781-2,259761-1
259781-2,259782-1
259781-2,124924-2
259781-2,259782-2
259781-2,15116-130
259781-2,15516-130
259781-2,15115-129
259781-2,259627-0
259781-2,124681-0
259781-2,259627-4
259781-2,259781-0
259781-2,15116-129
259781-2,253922-1
259781-2,47470-0
259781-2,253937-1
259781-2,47467-0
259781-2,253918-2
259781-2,253950-1
259781-2,259761-4
259781-2,124923-0
259781-2,253915-2
259781-2,259584-1
259781-2,253922-2
259781-2,7335-144
259781-2,124924-1
259781-2,259761-2
259781-2,7317-144
259781-2,253937-0
259781-2,5660-129
259781-2,253922-0
259781-2,124681-2
259781-2,47468-2
259781-2,7367-144
259781-2,124713-1
259781-2,259584-3
259781-2,15115-130
259781-2,15486-129
259781-2,124713-2
259781-2,15117-128
259781-2,253938-1
259781-2,47469-2
259781-2,15117-129
259781-2,124898-1
259781-2,253900-1
259781-2,259682-1
259781-2,259782-0
259781-2,253919-1
259781-2,253949-0
259781-2,15486-130
259781-2,47469-0
259781-2,47470-1
259781-2,253929-2
259781-2,259779-1
259781-2,47468-0
259781-2,259627-1
259781-2,253938-0
259781-2,253924-0
259781-2,5885-144
259781-2,259627-5
259781-2,273929-130
259781-2,47467-2
259781-2,259761-5
259781-2,253918-0
259781-2,253949-1
259781-2,47467-1
259781-2,259781-1
259781-2,259584-2
259781-2,253920-0
259781-2,15516-128
259781-2,15114-128
259781-2,259584-0
259781-2,7199-128
259781-2,124713-0
259781-2,253915-0
259781-2,253950-2
259781-2,273929-128
259781-2,253918-1
259781-2,253938-2
259781-2,15496-130
259781-2,259627-3
259781-2,253937-2
259781-2,253949-2
259781-2,15514-129
259781-2,15496-128
259781-2,5660-128
259781-2,15516-129
259781-2,253915-1
259781-2,259761-3
259782-0,47470-0
259782-0,253914-0
259782-0,253918-1
259782-0,253907-1
259782-0,253920-2
259782-0,47507-16
259782-0,7335-144
259782-0,253938-0
259782-0,47501-16
259782-0,253934-1
259782-0,259658-0
259782-0,253924-0
259782-0,124924-1
259782-0,7313-144
259782-0,124898-0
259782-0,253938-2
259782-0,253937-0
259782-0,253932-2
259782-0,259682-2
259782-0,15514-129
259782-0,47468-1
259782-0,259658-2
259782-0,15496-130
259782-0,15484-129
259782-0,253909-2
259782-0,15114-128
259782-0,15114-129
259782-0,253909-0
259782-0,253934-0
259782-0,253911-2
259782-0,253908-0
259782-0,253915-0
259782-0,259712-2
259782-0,259761-3
259782-0,253950-0
259782-0,253908-1
259782-0,253922-0
259782-0,47468-0
259782-0,253949-2
259782-0,7300-144
259782-0,253891-0
259782-0,5660-128
259782-0,253929-0
259782-0,253908-2
259782-0,259781-2
259782-0,259779-0
259782-0,253890-0
259782-0,15484-130
259782-0,253910-0
259782-0,253915-1
259782-0,253937-1
259782-0,259782-1
259782-0,253920-1
259782-0,15113-128
259782-0,15116-128
259782-0,259779-2
259782-0,7201-128
259782-0,47470-2
259782-0,7297-144
259782-0,253918-2
259782-0,259712-0
259782-0,253896-1
259782-0,47592-16
259782-0,124713-0
259782-0,15113-129
259782-0,15516-130
259782-0,259682-0
259782-0,253924-1
259782-0,253910-1
259782-0,253929-1
259782-0,15115-128
259782-0,47519-16
259782-0,124898-1
259782-0,253890-1
259782-0,15116-129
259782-0,253935-0
259782-0,7200-128
259782-0,259761-4
259782-0,47520-16
259782-0,5682-128
259782-0,259712-1
259782-0,15116-130
259782-0,15115-129
259782-0,259753-16
259782-0,253911-1
259782-0,124713-1
259782-0,253896-2
259782-0,253899-0
259782-0,259781-0
259782-0,5885-144
259782-0,253922-1
259782-0,253900-0
259782-0,253890-2
259782-0,253891-1
259782-0,253950-1
259782-0,253911-0
259782-0,259782-2
259782-0,124923-0
259782-0,253915-2
259782-0,47593-16
259782-0,7317-144
259782-0,259772-1
259782-0,259761-2
259782-0,259584-1
259782-0,15117-130
259782-0,253900-2
259782-0,15115-130
259782-0,7299-144
259782-0,259779-1
259782-0,253923-0
259782-0,253910-2
259782-0,15117-128
259782-0,253934-2
259782-0,253898-1
259782-0,7199-128
259782-0,253923-2
259782-0,253938-1
259782-0,253937-2
259782-0,15496-129
259782-0,253900-1
259782-0,15496-128
259782-0,253932-0
259782-0,47468-2
259782-0,15484-128
259782-0,15514-130
259782-0,7367-144
259782-0,253912-0
259782-0,124924-0
259782-0,253923-1
259782-0,253918-0
259782-0,15114-130
259782-0,253914-1
259782-0,47467-1
259782-0,274142-144
259782-0,7336-144
259782-0,259584-2
259782-0,253926-1
259782-0,124713-2
259782-0,253950-2
259782-0,253935-1
259782-0,253936-0
259782-0,253932-1
259782-0,259682-1
259782-0,253899-1
259782-0,259658-1
259782-0,253949-0
259782-0,253891-2
259782-0,253924-2
259782-0,259761-5
259782-0,253909-1
259782-0,259781-1
259782-0,47467-2
259782-0,259761-0
259782-0,47484-16
259782-0,253899-2
259782-0,124923-1
259782-0,47467-0
259782-0,253914-2
259782-0,253896-0
259782-0,259761-1
259782-0,253920-0
259782-1,253919-0
259782-1,7200-128
259782-1,253907-1
259782-1,253896-2
259782-1,253899-0
259782-1,253911-1
259782-1,253950-1
259782-1,124924-1
259782-1,253924-0
259782-1,253896-0
259782-1,259761-1
259782-1,7297-144
259782-1,124713-0
259782-1,259781-1
259782-1,259761-0
259782-1,253908-0
259782-1,253920-2
259782-1,259761-5
259782-1,253909-1
259782-1,47468-1
259782-1,253909-0
259782-1,124898-0
259782-1,7385-144
259782-1,15496-128
259782-1,259682-2
259782-1,253909-2
259782-1,15114-128
259782-1,7360-144
259782-1,15496-130
259782-1,15514-129
259782-1,253899-2
259782-1,15114-129
259782-1,253915-0
259782-1,253937-0
259782-1,7313-144
259782-1,253934-0
259782-1,253911-2
259782-1,253938-2
259782-1,259772-1
259782-1,15116-128
259782-1,47468-0
259782-1,253891-0
259782-1,259781-2
259782-1,253929-0
259782-1,253922-0
259782-1,5660-128
259782-1,253922-2
259782-1,253949-2
259782-1,259779-0
259782-1,253929-2
259782-1,7300-144
259782-1,253915-1
259782-1,253910-0
259782-1,253950-0
259782-1,253890-1
259782-1,253908-1
259782-1,259779-2
259782-1,15113-129
259782-1,15116-129
259782-1,253929-1
259782-1,47470-2
259782-1,47592-16
259782-1,15516-130
259782-1,253914-2
259782-1,47507-16
259782-1,259682-0
259782-1,253920-1
259782-1,253917-0
259782-1,124898-1
259782-1,253896-1
259782-1,253918-2
259782-1,47519-16
259782-1,253907-3
259782-1,15115-129
259782-1,253934-1
259782-1,259761-3
259782-1,124924-2
259782-1,15115-128
259782-1,253910-1
259782-1,253937-1
259782-1,253924-1
259782-1,47470-1
259782-1,259781-0
259782-1,259761-4
259782-1,259753-16
259782-1,253918-1
259782-1,5885-144
259782-1,253914-1
259782-1,259761-2
259782-1,253922-1
259782-1,124713-2
259782-1,47470-0
259782-1,47489-16
259782-1,253911-0
259782-1,253900-0
259782-1,253891-1
259782-1,5660-129
259782-1,259584-1
259782-1,124923-0
259782-1,47593-16
259782-1,259782-2
259782-1,253907-2
259782-1,253890-2
259782-1,15116-130
259782-1,253926-0
259782-1,7317-144
259782-1,253907-0
259782-1,5682-128
259782-1,253915-2
259782-1,253935-2
259782-1,253900-2
259782-1,253923-0
259782-1,124713-1
259782-1,259772-0
259782-1,253935-1
259782-1,15117-128
259782-1,274142-144
259782-1,253938-1
259782-1,253937-2
259782-1,15117-129
259782-1,7199-128
259782-1,15117-130
259782-1,15496-129
259782-1,253900-1
259782-1,259779-1
259782-1,47468-2
259782-1,253912-0
259782-1,7367-144
259782-1,253950-2
259782-1,253910-2
259782-1,15115-130
259782-1,253926-1
259782-1,253923-2
259782-1,15514-130
259782-1,253949-0
259782-1,259584-2
259782-1,7299-144
259782-1,253917-2
259782-1,47520-16
259782-1,7336-144
259782-1,253919-1
259782-1,253899-1
259782-1,253923-1
259782-1,124924-0
259782-1,15114-130
259782-1,47467-1
259782-1,259782-0
259782-1,253891-2
259782-1,47467-2
259782-1,253914-0
259782-1,259682-1
259782-1,253918-0
259782-1,253920-0
259782-1,253917-1
259782-1,253938-0
259782-1,253919-2
259782-1,47467-0
259782-1,47484-16
259782-1,124923-1
259782-1,253913-1
259782-1,253924-2
259782-1,7335-144
259782-1,253908-2
259782-2,253908-2
259782-2,253915-0
259782-2,259712-0
259782-2,15114-129
259782-2,47501-16
259782-2,259761-1
259782-2,253896-0
259782-2,253907-3
259782-2,7297-144
259782-2,47519-16
259782-2,15484-129
259782-2,124713-0
259782-2,253919-1
259782-2,124713-2
259782-2,253899-1
259782-2,253932-1
259782-2,259712-1
259782-2,253900-0
259782-2,15114-130
259782-2,253936-0
259782-2,259779-1
259782-2,253929-2
259782-2,7300-144
259782-2,253907-2
259782-2,47468-2
259782-2,253926-0
259782-2,259761-4
259782-2,253910-2
259782-2,253907-5
259782-2,5682-128
259782-2,253900-2
259782-2,15484-130
259782-2,7200-128
259782-2,253919-0
259782-2,253899-0
259782-2,253907-1
259782-2,253896-2
259782-2,47468-0
259782-2,253911-1
259782-2,47489-16
259782-2,15117-128
259782-2,15116-130
259782-2,253926-2
259782-2,253929-0
259782-2,253900-1
259782-2,15496-130
259782-2,259772-2
259782-2,259775-1
259782-2,253912-1
259782-2,274142-144
259782-2,253926-1
259782-2,253914-0
259782-2,253928-1
259782-2,259682-1
259782-2,253932-2
259782-2,253918-0
259782-2,259712-2
259782-2,253911-2
259782-2,259584-2
259782-2,253909-0
259782-2,253949-0
259782-2,259772-0
259782-2,7336-144
259782-2,253935-1
259782-2,253913-0
259782-2,253923-1
259782-2,15117-129
259782-2,253938-1
259782-2,15117-130
259782-2,124924-0
259782-2,7367-144
259782-2,5885-144
259782-2,253950-2
259782-2,47467-2
259782-2,15115-130
259782-2,253891-2
259782-2,253918-1
259782-2,15113-4
259782-2,259658-1
259782-2,259781-1
259782-2,253914-1
259782-2,15484-128
259782-2,253917-2
259782-2,47520-16
259782-2,253938-0
259782-2,253892-0
259782-2,253932-0
259782-2,7299-144
259782-2,253935-0
259782-2,253913-1
259782-2,7199-128
259782-2,15496-129
259782-2,253934-0
259782-2,253920-2
259782-2,253924-1
259782-2,253938-2
259782-2,7313-144
259782-2,253937-0
259782-2,253908-1
259782-2,253950-0
259782-2,259782-1
259782-2,7360-144
259782-2,7385-144
259782-2,253920-1
259782-2,259682-2
259782-2,124923-1
259782-2,253917-1
259782-2,15114-128
259782-2,7335-144
259782-2,253924-0
259782-2,253899-2
259782-2,253949-2
259782-2,253912-0
259782-2,259658-0
259782-2,253915-1
259782-2,259761-5
259782-2,259761-0
259782-2,253892-3
259782-2,253910-0
259782-2,253923-2
259782-2,253908-0
259782-2,253909-1
259782-2,253920-0
259782-2,47468-1
259782-2,253890-0
259782-2,253923-0
259782-2,15496-128
259782-2,259781-2
259782-2,253919-2
259782-2,253934-2
259782-2,259658-2
259782-2,124898-0
259782-2,253924-2
259782-2,253937-2
259782-2,253909-2
259782-2,47484-16
259782-2,253922-2
259782-2,124898-1
259782-2,124923-0
259782-2,253918-2
259782-2,259779-0
259782-2,47592-16
259782-2,7317-144
259782-2,253907-0
259782-2,253910-1
259782-2,253907-4
259782-2,259772-1
259782-2,259761-2
259782-2,253890-1
259782-2,15113-129
259782-2,253922-1
259782-2,15116-129
259782-2,259779-2
259782-2,253929-1
259782-2,15115-128
259782-2,15113-128
259782-2,15116-128
259782-2,253913-2
259782-2,259682-0
259782-2,253891-1
259782-2,253914-2
259782-2,15579-128
259782-2,5660-129
259782-2,253911-0
259782-2,253896-1
259782-2,5660-128
259782-2,259781-0
259782-2,124924-1
259782-2,253934-1
259782-2,259761-3
259782-2,124924-2
259782-2,7201-128
259782-2,253937-1
259782-2,15115-129
259782-2,253917-0
259782-2,253891-0
259782-2,15516-130
259782-2,253922-0
259782-2,47467-0
259782-2,47507-16
259782-2,47593-16
259782-2,259584-1
259782-2,15113-3
259782-2,253898-1
259782-2,259753-16
259782-2,259782-0
259782-2,253890-2
259782-2,253915-2
259782-2,253935-2
273929-128,47468-2
273929-128,15486-128
273929-128,259627-3
273929-128,124689-3
273929-128,47468-1
273929-128,15592-128
273929-128,47469-0
273929-128,124893-2
273929-128,259781-2
273929-128,15329-129
273929-128,124678-1
273929-128,124893-0
273929-128,259584-0
273929-128,47467-0
273929-128,259627-2
273929-128,47469-1
273929-128,124697-1
273929-128,259682-2
273929-128,259721-1
273929-128,15487-129
273929-128,124689-0
273929-128,15516-129
273929-128,124689-1
273929-128,124678-0
273929-128,47470-0
273929-128,259781-0
273929-128,124697-2
273929-128,259627-4
273929-128,259682-0
273929-128,124681-1
273929-128,15307-130
273929-128,124697-0
273929-128,47470-2
273929-128,259627-0
273929-128,124681-0
273929-128,15516-130
273929-128,259721-2
273929-128,15514-130
273929-128,15514-128
273929-128,259584-3
273929-128,253949-0
273929-128,124713-2
273929-128,124689-2
273929-128,15592-129
273929-128,273929-129
273929-128,15486-129
273929-128,47469-2
273929-128,273929-130
273929-128,259584-1
273929-128,253950-1
273929-128,124678-2
273929-128,124713-1
273929-128,124681-2
273929-128,15516-128
273929-128,15329-130
273929-128,47470-1
273929-128,274143-144
273929-128,259721-0
273929-128,15487-130
273929-128,259781-1
273929-128,15427-129
273929-128,259627-5
273929-128,47467-1
273929-128,15427-128
273929-128,47468-0
273929-128,47467-2
273929-128,259682-1
273929-128,15329-128
273929-128,253949-1
273929-128,15307-129
273929-128,259584-2
273929-128,253950-2
273929-128,15307-128
273929-128,124893-1
273929-128,259627-1
273929-128,253949-2
273929-128,15514-129
273929-128,15486-130
273929-128,253950-0
273929-129,124678-2
273929-129,259721-2
273929-129,273929-130
273929-129,15514-128
273929-129,15307-129
273929-129,259627-3
273929-129,15307-128
273929-129,124893-0
273929-129,253949-2
273929-129,15514-129
273929-129,15427-129
273929-129,259627-2
273929-129,253937-1
273929-129,124923-0
273929-129,259761-2
273929-129,253915-1
273929-129,47467-0
273929-129,47469-1
273929-129,5660-129
273929-129,47468-1
273929-129,259682-2
273929-129,259584-0
273929-129,253937-0
273929-129,15516-130
273929-129,124697-2
273929-129,259761-5
273929-129,124678-0
273929-129,259627-4
273929-129,259721-0
273929-129,259781-0
273929-129,124689-1
273929-129,124681-1
273929-129,259781-2
273929-129,253937-2
273929-129,47470-2
273929-129,259627-0
273929-129,124681-0
273929-129,15487-129
273929-129,259682-0
273929-129,259761-1
273929-129,15516-129
273929-129,47468-2
273929-129,15514-130
273929-129,259584-3
273929-129,47470-1
273929-129,5885-144
273929-129,15486-129
273929-129,124681-2
273929-129,274143-144
