起始时间,网元/基站名称,小区,小区名称,RRC连接建立完成次数 (无),RRC连接请求次数（包括重发） (无),RRC建立成功率qf (%),E-RAB建立成功总次数 (无),E-RAB建立尝试总次数 (无),E-RAB建立成功率2 (%),eNodeB触发的E-RAB异常释放总次数 (无),小区切换出E-RAB异常释放总次数 (无),E-RAB掉线率(新) (%),无线接通率ay (%),eNodeB发起的S1 RESET导致的UE Context释放次数 (无),UE Context异常释放次数 (无),UE Context建立成功总次数 (无),无线掉线率 (%),eNodeB内异频切换出成功次数 (无),eNodeB内异频切换出尝试次数 (无),eNodeB内同频切换出成功次数 (无),eNodeB内同频切换出尝试次数 (无),eNodeB间异频切换出成功次数 (无),eNodeB间异频切换出尝试次数 (无),eNodeB间同频切换出成功次数 (无),eNodeB间同频切换出尝试次数 (无),eNB内切换成功率 (%),eNB间切换成功率 (%),同频切换成功率zsp (%),异频切换成功率zsp (%),切换成功率 (%),小区PDCP层所接收到的上行数据的总吞吐量 (比特),小区PDCP层所发送的下行数据的总吞吐量 (比特),RRC重建请求次数 (无),RRC连接重建比率 (%),通过重建回源小区的eNodeB间同频切换出执行成功次数 (无),通过重建回源小区的eNodeB间异频切换出执行成功次数 (无),通过重建回源小区的eNodeB内同频切换出执行成功次数 (无),通过重建回源小区的eNodeB内异频切换出执行成功次数 (无),eNB内切换出成功次数 (次),eNB内切换出请求次数 (次)
07/19/2020 00:00:00,B马红盾宾馆-HLHF,"eNodeB名称=B马红盾宾馆-HLHF, 本地小区标识=1, 小区名称=B马红盾宾馆-HLHF-2, eNodeB标识=259772, 小区双工模式=CELL_TDD",B马红盾宾馆-HLHF-2,28101,28225,0.996,25964,25981,0.999,55,0,0.002,0.997,0,65,24917,0.003,0,0,1449,1449,614,621,24752,24767,1,0.999,0.999,0.989,0.999,2834522840,26823399384,280,0.01,5,0,0,0,1449,1449
07/19/2020 00:00:00,B马红盾宾馆-HLHF,"eNodeB名称=B马红盾宾馆-HLHF, 本地小区标识=0, 小区名称=B马红盾宾馆-HLHF-1, eNodeB标识=259772, 小区双工模式=CELL_TDD",B马红盾宾馆-HLHF-1,62277,62372,0.998,61563,61578,1,51,0,0.001,1,0,51,56483,0.001,0,0,1551,1551,1042,1083,23716,23741,0.998,0.997,0.999,0.954,0.997,6172389496,45893845424,503,0.008,8,9,3,0,1548,1551
07/17/2020 00:00:00,B马红盾宾馆-HLWE,"eNodeB名称=B马红盾宾馆-HLWE, 本地小区标识=0, 小区名称=B马红盾宾馆-HLWE-1, eNodeB标识=7316, 小区双工模式=CELL_TDD",B马红盾宾馆-HLWE-1,5379,5381,1,4880,4880,1,2,0,0,1,0,2,4782,0,0,0,0,0,69,70,0,0,0,0.986,0,0.986,0.986,567145248,3267108528,16,0.003,0,0,0,0,0,0
07/18/2020 00:00:00,B马红盾宾馆-HLWE,"eNodeB名称=B马红盾宾馆-HLWE, 本地小区标识=0, 小区名称=B马红盾宾馆-HLWE-1, eNodeB标识=7316, 小区双工模式=CELL_TDD",B马红盾宾馆-HLWE-1,5062,5067,0.999,5429,5429,1,1,0,0,1,0,1,4654,0,0,0,0,0,84,85,4,4,0,0.989,1,0.988,0.989,481629576,5555727688,13,0.003,0,0,0,0,0,0
07/19/2020 00:00:00,B马红盾宾馆-HLWE,"eNodeB名称=B马红盾宾馆-HLWE, 本地小区标识=0, 小区名称=B马红盾宾馆-HLWE-1, eNodeB标识=7316, 小区双工模式=CELL_TDD",B马红盾宾馆-HLWE-1,5777,5777,1,6098,6098,1,0,0,0,1,0,0,5328,0,0,0,0,0,135,135,1,1,0,1,1,1,1,684126848,8936877544,50,0.009,0,0,0,0,0,0
07/17/2020 00:00:00,B马红土坡-HLHF,"eNodeB名称=B马红土坡-HLHF, 本地小区标识=3, 小区名称=B马红土坡-HLHF-4, eNodeB标识=259584, 小区双工模式=CELL_TDD",B马红土坡-HLHF-4,53709,54341,0.988,42393,42608,0.995,81,0,0.002,0.991,0,83,40958,0.002,0,0,1090,1100,0,0,16436,16490,0.991,0.996,0.996,0,0.996,4189857192,33387204448,4877,0.083,15,0,0,0,1090,1100
07/17/2020 00:00:00,B马红土坡-HLHF,"eNodeB名称=B马红土坡-HLHF, 本地小区标识=2, 小区名称=B马红土坡-HLHF-3, eNodeB标识=259584, 小区双工模式=CELL_TDD",B马红土坡-HLHF-3,32891,33060,0.995,26714,26740,0.999,63,0,0.002,0.998,0,67,25630,0.003,0,0,4842,4852,3,3,22102,22147,0.998,0.997,0.997,1,0.997,2326617000,25147313744,1465,0.043,14,0,0,0,4842,4852
07/17/2020 00:00:00,B马红土坡-HLHF,"eNodeB名称=B马红土坡-HLHF, 本地小区标识=1, 小区名称=B马红土坡-HLHF-2, eNodeB标识=259584, 小区双工模式=CELL_TDD",B马红土坡-HLHF-2,21840,21894,0.998,19500,19503,1,24,0,0.001,1,0,24,18637,0.001,0,0,518,519,14,17,11078,11162,0.994,0.99,0.99,0.529,0.99,2077946560,13147895880,174,0.008,25,5,2,0,516,519
07/17/2020 00:00:00,B马红土坡-HLHF,"eNodeB名称=B马红土坡-HLHF, 本地小区标识=0, 小区名称=B马红土坡-HLHF-1, eNodeB标识=259584, 小区双工模式=CELL_TDD",B马红土坡-HLHF-1,27607,27749,0.995,24149,24192,0.998,60,0,0.002,0.997,0,61,23422,0.003,0,0,6103,6114,0,2,18789,18887,0.998,0.993,0.994,0,0.994,2688520736,23508621264,2398,0.08,37,0,4,0,6099,6114
07/18/2020 00:00:00,B马红土坡-HLHF,"eNodeB名称=B马红土坡-HLHF, 本地小区标识=3, 小区名称=B马红土坡-HLHF-4, eNodeB标识=259584, 小区双工模式=CELL_TDD",B马红土坡-HLHF-4,48581,49108,0.989,38398,38608,0.995,90,0,0.002,0.991,0,94,36684,0.003,0,0,1055,1063,0,0,17047,17114,0.989,0.995,0.995,0,0.995,3716124344,31936245736,4483,0.084,16,0,4,0,1051,1063
07/18/2020 00:00:00,B马红土坡-HLHF,"eNodeB名称=B马红土坡-HLHF, 本地小区标识=2, 小区名称=B马红土坡-HLHF-3, eNodeB标识=259584, 小区双工模式=CELL_TDD",B马红土坡-HLHF-3,35164,35274,0.997,29663,29675,1,57,0,0.002,0.999,0,55,28194,0.002,0,0,4292,4298,4,4,19410,19459,0.999,0.997,0.997,1,0.997,2408452224,20442207856,1148,0.032,11,0,0,0,4292,4298
07/18/2020 00:00:00,B马红土坡-HLHF,"eNodeB名称=B马红土坡-HLHF, 本地小区标识=1, 小区名称=B马红土坡-HLHF-2, eNodeB标识=259584, 小区双工模式=CELL_TDD",B马红土坡-HLHF-2,24339,24417,0.997,21879,21882,1,22,0,0.001,1,0,22,20968,0.001,0,0,654,656,11,13,14302,14333,0.994,0.996,0.997,0.462,0.996,2109429840,20566148528,296,0.012,14,5,2,0,652,656
07/18/2020 00:00:00,B马红土坡-HLHF,"eNodeB名称=B马红土坡-HLHF, 本地小区标识=0, 小区名称=B马红土坡-HLHF-1, eNodeB标识=259584, 小区双工模式=CELL_TDD",B马红土坡-HLHF-1,32247,32415,0.995,29133,29166,0.999,49,0,0.002,0.998,0,50,28062,0.002,0,0,5833,5843,2,2,18876,18951,0.998,0.994,0.995,0.5,0.995,2659367888,20341644864,1898,0.056,37,1,4,0,5829,5843
07/19/2020 00:00:00,B马红土坡-HLHF,"eNodeB名称=B马红土坡-HLHF, 本地小区标识=3, 小区名称=B马红土坡-HLHF-4, eNodeB标识=259584, 小区双工模式=CELL_TDD",B马红土坡-HLHF-4,45267,45675,0.991,37038,37215,0.995,69,0,0.002,0.991,0,75,35378,0.002,0,0,1159,1165,0,0,15980,16030,0.995,0.997,0.997,0,0.997,4451390752,42730864904,4061,0.082,4,0,0,0,1159,1165
07/19/2020 00:00:00,B马红土坡-HLHF,"eNodeB名称=B马红土坡-HLHF, 本地小区标识=2, 小区名称=B马红土坡-HLHF-3, eNodeB标识=259584, 小区双工模式=CELL_TDD",B马红土坡-HLHF-3,36805,36926,0.997,32454,32479,0.999,39,0,0.001,0.998,0,37,30385,0.001,0,0,4208,4218,3,4,19184,19228,0.997,0.996,0.997,0.75,0.997,2770131768,33272797424,1286,0.034,24,0,1,0,4207,4218
07/19/2020 00:00:00,B马红土坡-HLHF,"eNodeB名称=B马红土坡-HLHF, 本地小区标识=1, 小区名称=B马红土坡-HLHF-2, eNodeB标识=259584, 小区双工模式=CELL_TDD",B马红土坡-HLHF-2,31115,31209,0.997,28770,28771,1,24,0,0.001,1,0,23,27514,0.001,0,0,902,904,19,26,14773,14829,0.996,0.993,0.995,0.154,0.994,3307294616,38759106920,306,0.01,20,15,2,0,900,904
07/19/2020 00:00:00,B马红土坡-HLHF,"eNodeB名称=B马红土坡-HLHF, 本地小区标识=0, 小区名称=B马红土坡-HLHF-1, eNodeB标识=259584, 小区双工模式=CELL_TDD",B马红土坡-HLHF-1,33467,33634,0.995,30658,30700,0.999,53,0,0.002,0.998,0,57,29460,0.002,0,0,5801,5813,0,0,19127,19197,0.997,0.995,0.995,0,0.995,3073300424,30555233736,1739,0.049,30,0,5,0,5796,5813
07/17/2020 00:00:00,B马洪庆公园-HLHF,"eNodeB名称=B马洪庆公园-HLHF, 本地小区标识=2, 小区名称=B马洪庆公园-HLHF-3, eNodeB标识=253899, 小区双工模式=CELL_TDD",B马洪庆公园-HLHF-3,49378,49481,0.998,49625,49638,1,60,0,0.001,0.999,0,59,44679,0.001,0,0,2097,2101,249,252,14851,14863,0.998,0.998,0.999,0.976,0.998,5119813208,59244904152,2543,0.049,8,3,1,0,2096,2101
07/17/2020 00:00:00,B马洪庆公园-HLHF,"eNodeB名称=B马洪庆公园-HLHF, 本地小区标识=1, 小区名称=B马洪庆公园-HLHF-2, eNodeB标识=253899, 小区双工模式=CELL_TDD",B马洪庆公园-HLHF-2,51086,51143,0.999,48490,48504,1,17,0,0,1,0,15,46575,0,0,0,779,783,7,7,12381,12385,0.994,0.999,0.999,1,0.999,4999442144,44291892424,93,0.002,10,0,1,0,778,783
07/17/2020 00:00:00,B马洪庆公园-HLHF,"eNodeB名称=B马洪庆公园-HLHF, 本地小区标识=0, 小区名称=B马洪庆公园-HLHF-1, eNodeB标识=253899, 小区双工模式=CELL_TDD",B马洪庆公园-HLHF-1,38205,38262,0.999,36670,36675,1,98,0,0.003,0.999,0,95,35268,0.003,0,0,2228,2230,35,37,13809,13821,0.999,0.998,0.999,0.946,0.998,3598049840,30137785288,293,0.008,9,0,0,0,2228,2230
07/18/2020 00:00:00,B马洪庆公园-HLHF,"eNodeB名称=B马洪庆公园-HLHF, 本地小区标识=2, 小区名称=B马洪庆公园-HLHF-3, eNodeB标识=253899, 小区双工模式=CELL_TDD",B马洪庆公园-HLHF-3,63141,63233,0.999,60347,60356,1,80,0,0.001,1,0,77,56729,0.001,0,0,3667,3677,517,518,22222,22236,0.995,0.999,0.998,0.994,0.998,6977732368,66315560512,566,0.009,13,2,8,0,3659,3677
07/18/2020 00:00:00,B马洪庆公园-HLHF,"eNodeB名称=B马洪庆公园-HLHF, 本地小区标识=1, 小区名称=B马洪庆公园-HLHF-2, eNodeB标识=253899, 小区双工模式=CELL_TDD",B马洪庆公园-HLHF-2,52392,52458,0.999,50104,50110,1,35,0,0.001,1,0,37,48195,0.001,0,0,1042,1046,13,13,20666,20676,0.992,0.999,0.999,1,0.999,4110409832,37317861736,116,0.002,11,0,4,0,1038,1046
07/18/2020 00:00:00,B马洪庆公园-HLHF,"eNodeB名称=B马洪庆公园-HLHF, 本地小区标识=0, 小区名称=B马洪庆公园-HLHF-1, eNodeB标识=253899, 小区双工模式=CELL_TDD",B马洪庆公园-HLHF-1,43336,43396,0.999,41905,41910,1,78,0,0.002,1,0,77,39900,0.002,0,0,4049,4055,50,57,15332,15347,0.999,0.998,0.999,0.877,0.998,4180186488,35348248872,417,0.01,5,0,0,0,4049,4055
07/19/2020 00:00:00,B马洪庆公园-HLHF,"eNodeB名称=B马洪庆公园-HLHF, 本地小区标识=2, 小区名称=B马洪庆公园-HLHF-3, eNodeB标识=253899, 小区双工模式=CELL_TDD",B马洪庆公园-HLHF-3,62414,62498,0.999,62754,62762,1,41,0,0.001,1,0,39,57032,0.001,0,0,3488,3493,445,453,20873,20879,0.997,0.999,0.999,0.982,0.999,6660391360,52946132744,440,0.007,10,0,4,0,3484,3493
07/19/2020 00:00:00,B马洪庆公园-HLHF,"eNodeB名称=B马洪庆公园-HLHF, 本地小区标识=1, 小区名称=B马洪庆公园-HLHF-2, eNodeB标识=253899, 小区双工模式=CELL_TDD",B马洪庆公园-HLHF-2,56071,56140,0.999,54378,54381,1,29,0,0.001,1,0,27,51929,0.001,0,0,1239,1247,16,16,12306,12316,0.983,0.998,0.997,1,0.997,6396315272,48630413896,192,0.003,16,0,13,0,1226,1247
07/19/2020 00:00:00,B马洪庆公园-HLHF,"eNodeB名称=B马洪庆公园-HLHF, 本地小区标识=0, 小区名称=B马洪庆公园-HLHF-1, eNodeB标识=253899, 小区双工模式=CELL_TDD",B马洪庆公园-HLHF-1,45774,45877,0.998,44496,44506,1,54,0,0.001,1,0,53,42743,0.001,0,0,3713,3717,64,71,16112,16122,0.999,0.998,0.999,0.901,0.998,6505310472,46261958800,525,0.011,12,0,1,0,3712,3717
07/17/2020 00:00:00,B马鸿泰购物中心-HLWE,"eNodeB名称=B马鸿泰购物中心-HLWE, 本地小区标识=0, 小区名称=B马鸿泰购物中心-HLWE-1, eNodeB标识=47484, 小区双工模式=CELL_TDD",B马鸿泰购物中心-HLWE-1,73237,73309,0.999,59168,59178,1,29,0,0,1,0,29,57046,0.001,0,0,0,0,703,714,2,2,0,0.979,1,0.979,0.979,3269694040,19662712208,242,0.003,0,4,0,0,0,0
07/18/2020 00:00:00,B马鸿泰购物中心-HLWE,"eNodeB名称=B马鸿泰购物中心-HLWE, 本地小区标识=0, 小区名称=B马鸿泰购物中心-HLWE-1, eNodeB标识=47484, 小区双工模式=CELL_TDD",B马鸿泰购物中心-HLWE-1,58603,58714,0.998,45773,45795,1,18,0,0,0.999,0,18,44783,0,0,0,0,0,608,611,0,0,0,0.985,0,0.985,0.985,2513746112,22487695208,74,0.001,0,6,0,0,0,0
07/19/2020 00:00:00,B马鸿泰购物中心-HLWE,"eNodeB名称=B马鸿泰购物中心-HLWE, 本地小区标识=0, 小区名称=B马鸿泰购物中心-HLWE-1, eNodeB标识=47484, 小区双工模式=CELL_TDD",B马鸿泰购物中心-HLWE-1,58975,59024,0.999,47407,47418,1,12,0,0,1,0,13,46190,0,0,0,0,0,630,633,1,1,0,0.995,1,0.995,0.995,2548872088,16786900848,101,0.002,0,0,0,0,0,0
07/17/2020 00:00:00,B马鸿泰量贩-HLHF,"eNodeB名称=B马鸿泰量贩-HLHF, 本地小区标识=2, 小区名称=B马鸿泰量贩-HLHF-3, eNodeB标识=253900, 小区双工模式=CELL_TDD",B马鸿泰量贩-HLHF-3,72058,72180,0.998,65143,65160,1,69,0,0.001,0.999,0,68,61696,0.001,0,0,5120,5137,131,140,8367,8398,0.993,0.99,0.994,0.764,0.991,7673488120,57366132656,1782,0.024,19,24,19,0,5101,5137
07/17/2020 00:00:00,B马鸿泰量贩-HLHF,"eNodeB名称=B马鸿泰量贩-HLHF, 本地小区标识=1, 小区名称=B马鸿泰量贩-HLHF-2, eNodeB标识=253900, 小区双工模式=CELL_TDD",B马鸿泰量贩-HLHF-2,116006,116204,0.998,106046,106062,1,64,0,0.001,1,0,57,101745,0.001,0,0,4894,4897,143,166,5763,5782,0.998,0.988,0.996,0.753,0.993,9516290992,88165561864,288,0.002,11,18,7,0,4887,4897
07/17/2020 00:00:00,B马鸿泰量贩-HLHF,"eNodeB名称=B马鸿泰量贩-HLHF, 本地小区标识=0, 小区名称=B马鸿泰量贩-HLHF-1, eNodeB标识=253900, 小区双工模式=CELL_TDD",B马鸿泰量贩-HLHF-1,139047,139433,0.997,132262,132280,1,92,0,0.001,1,0,91,126748,0.001,0,0,5088,5097,193,244,8987,9002,0.994,0.985,0.995,0.615,0.988,10584945184,84706941640,502,0.004,30,43,23,0,5065,5097
07/18/2020 00:00:00,B马鸿泰量贩-HLHF,"eNodeB名称=B马鸿泰量贩-HLHF, 本地小区标识=2, 小区名称=B马鸿泰量贩-HLHF-3, eNodeB标识=253900, 小区双工模式=CELL_TDD",B马鸿泰量贩-HLHF-3,67601,67696,0.999,60355,60369,1,64,0,0.001,1,0,66,57569,0.001,0,0,5636,5662,48,59,7863,7889,0.993,0.991,0.994,0.593,0.992,5458352144,53339801464,704,0.01,21,13,12,0,5624,5662
07/18/2020 00:00:00,B马鸿泰量贩-HLHF,"eNodeB名称=B马鸿泰量贩-HLHF, 本地小区标识=1, 小区名称=B马鸿泰量贩-HLHF-2, eNodeB标识=253900, 小区双工模式=CELL_TDD",B马鸿泰量贩-HLHF-2,118942,119163,0.998,108350,108364,1,51,0,0,1,0,52,104852,0,0,0,4836,4838,274,310,5505,5522,0.998,0.981,0.996,0.742,0.989,8585249480,73244128752,414,0.003,11,44,8,0,4828,4838
07/18/2020 00:00:00,B马鸿泰量贩-HLHF,"eNodeB名称=B马鸿泰量贩-HLHF, 本地小区标识=0, 小区名称=B马鸿泰量贩-HLHF-1, eNodeB标识=253900, 小区双工模式=CELL_TDD",B马鸿泰量贩-HLHF-1,150745,151134,0.997,146032,146061,1,167,0,0.001,1,0,155,137461,0.001,0,0,5425,5428,282,333,10353,10379,0.998,0.986,0.996,0.694,0.99,10784444720,1.0892E+11,566,0.004,27,51,10,0,5415,5428
07/19/2020 00:00:00,B马鸿泰量贩-HLHF,"eNodeB名称=B马鸿泰量贩-HLHF, 本地小区标识=2, 小区名称=B马鸿泰量贩-HLHF-3, eNodeB标识=253900, 小区双工模式=CELL_TDD",B马鸿泰量贩-HLHF-3,71583,71695,0.998,65372,65385,1,70,0,0.001,1,0,69,61993,0.001,0,0,6552,6565,116,148,9597,9610,0.996,0.992,0.996,0.635,0.993,8866982248,63155727792,1193,0.016,15,22,16,0,6536,6565
07/19/2020 00:00:00,B马鸿泰量贩-HLHF,"eNodeB名称=B马鸿泰量贩-HLHF, 本地小区标识=1, 小区名称=B马鸿泰量贩-HLHF-2, eNodeB标识=253900, 小区双工模式=CELL_TDD",B马鸿泰量贩-HLHF-2,125133,125345,0.998,116519,116535,1,89,0,0.001,1,0,85,112504,0.001,0,0,4876,4877,185,231,6115,6138,0.998,0.979,0.995,0.628,0.987,12577100368,1.14557E+11,567,0.005,26,40,8,0,4868,4877
07/19/2020 00:00:00,B马鸿泰量贩-HLHF,"eNodeB名称=B马鸿泰量贩-HLHF, 本地小区标识=0, 小区名称=B马鸿泰量贩-HLHF-1, eNodeB标识=253900, 小区双工模式=CELL_TDD",B马鸿泰量贩-HLHF-1,143411,143701,0.998,139051,139070,1,109,0,0.001,1,0,98,132284,0.001,0,0,6677,6677,233,268,9249,9265,0.997,0.986,0.996,0.657,0.991,12839791088,95332938448,549,0.004,25,57,17,0,6660,6677
07/17/2020 00:00:00,B马花园头-HLHF,"eNodeB名称=B马花园头-HLHF, 本地小区标识=2, 小区名称=B马花园头-HLHF-3, eNodeB标识=253920, 小区双工模式=CELL_TDD",B马花园头-HLHF-3,53924,54012,0.998,49361,49366,1,127,0,0.003,1,0,129,47820,0.003,0,0,1169,1170,10,12,17281,17305,0.999,0.998,0.998,0.75,0.998,4190039856,36616854256,308,0.006,12,1,0,0,1169,1170
07/17/2020 00:00:00,B马花园头-HLHF,"eNodeB名称=B马花园头-HLHF, 本地小区标识=1, 小区名称=B马花园头-HLHF-2, eNodeB标识=253920, 小区双工模式=CELL_TDD",B马花园头-HLHF-2,15075,15104,0.998,14248,14249,1,29,0,0.002,1,0,29,13238,0.002,0,0,1639,1641,0,0,9071,9083,0.999,0.998,0.998,0,0.998,1175722792,11748485368,85,0.006,7,0,0,0,1639,1641
07/17/2020 00:00:00,B马花园头-HLHF,"eNodeB名称=B马花园头-HLHF, 本地小区标识=0, 小区名称=B马花园头-HLHF-1, eNodeB标识=253920, 小区双工模式=CELL_TDD",B马花园头-HLHF-1,14386,14417,0.998,13047,13052,1,72,0,0.006,1,0,73,12650,0.006,0,0,3009,3010,0,0,5988,5990,1,0.999,0.999,0,0.999,1018209992,11049265536,50,0.003,2,0,0,0,3009,3010
07/18/2020 00:00:00,B马花园头-HLHF,"eNodeB名称=B马花园头-HLHF, 本地小区标识=2, 小区名称=B马花园头-HLHF-3, eNodeB标识=253920, 小区双工模式=CELL_TDD",B马花园头-HLHF-3,51801,51908,0.998,46573,46577,1,91,0,0.002,1,0,92,45286,0.002,0,0,1231,1233,19,21,17740,17767,0.998,0.998,0.998,0.905,0.998,4145281872,39181558504,263,0.005,11,0,0,0,1231,1233
07/18/2020 00:00:00,B马花园头-HLHF,"eNodeB名称=B马花园头-HLHF, 本地小区标识=1, 小区名称=B马花园头-HLHF-2, eNodeB标识=253920, 小区双工模式=CELL_TDD",B马花园头-HLHF-2,16747,16795,0.997,15766,15766,1,34,0,0.002,1,0,34,15008,0.002,0,0,1023,1024,0,0,9834,9845,0.995,0.998,0.998,0,0.998,2044450600,22605604208,115,0.007,6,0,4,0,1019,1024
07/18/2020 00:00:00,B马花园头-HLHF,"eNodeB名称=B马花园头-HLHF, 本地小区标识=0, 小区名称=B马花园头-HLHF-1, eNodeB标识=253920, 小区双工模式=CELL_TDD",B马花园头-HLHF-1,18433,18460,0.999,16323,16324,1,43,0,0.003,1,0,43,15933,0.003,0,0,2474,2474,0,0,6747,6748,1,1,1,0,1,963569376,7288383456,70,0.004,2,0,0,0,2474,2474
07/19/2020 00:00:00,B马花园头-HLHF,"eNodeB名称=B马花园头-HLHF, 本地小区标识=2, 小区名称=B马花园头-HLHF-3, eNodeB标识=253920, 小区双工模式=CELL_TDD",B马花园头-HLHF-3,50076,50166,0.998,46001,46006,1,50,0,0.001,1,0,49,44236,0.001,0,0,1261,1262,18,30,15827,15840,0.999,0.997,0.998,0.6,0.998,4738287008,47169619240,218,0.004,15,0,0,0,1261,1262
07/19/2020 00:00:00,B马花园头-HLHF,"eNodeB名称=B马花园头-HLHF, 本地小区标识=1, 小区名称=B马花园头-HLHF-2, eNodeB标识=253920, 小区双工模式=CELL_TDD",B马花园头-HLHF-2,14600,14703,0.993,13668,13671,1,9,0,0.001,1,0,9,13046,0.001,0,0,377,378,0,0,6907,6917,0.997,0.997,0.997,0,0.997,2622295752,27250918992,139,0.009,8,0,0,0,377,378
07/19/2020 00:00:00,B马花园头-HLHF,"eNodeB名称=B马花园头-HLHF, 本地小区标识=0, 小区名称=B马花园头-HLHF-1, eNodeB标识=253920, 小区双工模式=CELL_TDD",B马花园头-HLHF-1,16432,16461,0.998,15337,15339,1,36,0,0.002,1,0,36,14909,0.002,0,0,1863,1863,0,2,5722,5725,1,0.998,0.999,0,0.999,1245552224,9310897152,114,0.007,5,0,0,0,1863,1863
07/17/2020 00:00:00,B马华丰机械-HLHF,"eNodeB名称=B马华丰机械-HLHF, 本地小区标识=2, 小区名称=B马华丰机械-HLHF-3, eNodeB标识=259778, 小区双工模式=CELL_TDD",B马华丰机械-HLHF-3,8606,8634,0.997,7361,7365,0.999,7,0,0.001,0.999,0,7,6508,0.001,0,0,742,742,0,0,3076,3081,1,0.997,0.998,0,0.998,410266544,3290678872,52,0.006,3,0,0,0,742,742
07/17/2020 00:00:00,B马华丰机械-HLHF,"eNodeB名称=B马华丰机械-HLHF, 本地小区标识=1, 小区名称=B马华丰机械-HLHF-2, eNodeB标识=259778, 小区双工模式=CELL_TDD",B马华丰机械-HLHF-2,10908,10925,0.998,10576,10579,1,5,0,0,1,0,5,10010,0,0,0,824,824,3,3,3302,3302,1,0.999,1,1,1,787356120,4096422504,43,0.004,2,0,0,0,824,824
07/17/2020 00:00:00,B马华丰机械-HLHF,"eNodeB名称=B马华丰机械-HLHF, 本地小区标识=0, 小区名称=B马华丰机械-HLHF-1, eNodeB标识=259778, 小区双工模式=CELL_TDD",B马华丰机械-HLHF-1,19370,19384,0.999,16844,16850,1,42,0,0.002,1,0,41,16390,0.003,0,0,408,408,0,0,4617,4624,1,0.996,0.996,0,0.996,2150433240,16918201464,62,0.003,13,0,0,0,408,408
07/18/2020 00:00:00,B马华丰机械-HLHF,"eNodeB名称=B马华丰机械-HLHF, 本地小区标识=2, 小区名称=B马华丰机械-HLHF-3, eNodeB标识=259778, 小区双工模式=CELL_TDD",B马华丰机械-HLHF-3,9585,9597,0.999,7616,7618,1,7,0,0.001,0.999,0,6,6967,0.001,0,0,814,816,0,0,3783,3786,0.998,0.999,0.999,0,0.999,895274032,5401065896,35,0.004,1,0,0,0,814,816
07/18/2020 00:00:00,B马华丰机械-HLHF,"eNodeB名称=B马华丰机械-HLHF, 本地小区标识=1, 小区名称=B马华丰机械-HLHF-2, eNodeB标识=259778, 小区双工模式=CELL_TDD",B马华丰机械-HLHF-2,11866,11876,0.999,11575,11577,1,8,0,0.001,1,0,8,10933,0.001,0,0,858,858,4,4,4052,4054,1,0.997,0.997,0.75,0.997,1403809328,4551778096,63,0.005,11,1,0,0,858,858
07/18/2020 00:00:00,B马华丰机械-HLHF,"eNodeB名称=B马华丰机械-HLHF, 本地小区标识=0, 小区名称=B马华丰机械-HLHF-1, eNodeB标识=259778, 小区双工模式=CELL_TDD",B马华丰机械-HLHF-1,20743,20754,0.999,17667,17668,1,30,0,0.002,1,0,30,17359,0.002,0,0,455,455,0,0,5368,5372,1,0.999,0.999,0,0.999,1821802552,19308039528,45,0.002,0,0,0,0,455,455
07/19/2020 00:00:00,B马华丰机械-HLHF,"eNodeB名称=B马华丰机械-HLHF, 本地小区标识=2, 小区名称=B马华丰机械-HLHF-3, eNodeB标识=259778, 小区双工模式=CELL_TDD",B马华丰机械-HLHF-3,9043,9086,0.995,8203,8203,1,20,0,0.002,0.999,0,13,7603,0.002,0,0,804,805,0,0,3320,3324,0.999,0.998,0.998,0,0.998,963194784,7513140984,41,0.005,2,0,0,0,804,805
07/19/2020 00:00:00,B马华丰机械-HLHF,"eNodeB名称=B马华丰机械-HLHF, 本地小区标识=1, 小区名称=B马华丰机械-HLHF-2, eNodeB标识=259778, 小区双工模式=CELL_TDD",B马华丰机械-HLHF-2,14404,14413,0.999,14574,14577,1,11,0,0.001,1,0,12,13659,0.001,0,0,942,942,3,3,4597,4602,1,0.999,0.999,1,0.999,1718451008,11320000904,46,0.003,0,0,0,0,942,942
07/19/2020 00:00:00,B马华丰机械-HLHF,"eNodeB名称=B马华丰机械-HLHF, 本地小区标识=0, 小区名称=B马华丰机械-HLHF-1, eNodeB标识=259778, 小区双工模式=CELL_TDD",B马华丰机械-HLHF-1,16883,16897,0.999,15042,15043,1,17,0,0.001,1,0,17,14874,0.001,0,0,531,531,0,0,3789,3794,1,0.998,0.998,0,0.998,1496436056,17046148432,59,0.003,2,0,0,0,531,531
07/17/2020 00:00:00,B马华山路-HLHF,"eNodeB名称=B马华山路-HLHF, 本地小区标识=2, 小区名称=B马华山路-HLHF-3, eNodeB标识=253901, 小区双工模式=CELL_TDD",B马华山路-HLHF-3,35933,36006,0.998,26321,26323,1,22,0,0.001,1,0,21,25017,0.001,0,0,411,411,0,0,6982,7020,0.998,0.993,0.994,0,0.994,1900859904,16099275472,198,0.005,9,0,1,0,410,411
07/17/2020 00:00:00,B马华山路-HLHF,"eNodeB名称=B马华山路-HLHF, 本地小区标识=1, 小区名称=B马华山路-HLHF-2, eNodeB标识=253901, 小区双工模式=CELL_TDD",B马华山路-HLHF-2,10462,10470,0.999,9419,9422,1,7,0,0.001,0.999,0,7,9318,0.001,0,0,319,319,0,0,3679,3683,0.997,0.998,0.998,0,0.998,496817872,5269126880,40,0.004,3,0,1,0,318,319
