起始时间,网元/基站名称,小区,小区名称,RRC连接建立完成次数 (无),RRC连接请求次数（包括重发） (无),RRC建立成功率qf (%),E-RAB建立成功总次数 (无),E-RAB建立尝试总次数 (无),E-RAB建立成功率2 (%),eNodeB触发的E-RAB异常释放总次数 (无),小区切换出E-RAB异常释放总次数 (无),E-RAB掉线率(新) (%),无线接通率ay (%),eNodeB发起的S1 RESET导致的UE Context释放次数 (无),UE Context异常释放次数 (无),UE Context建立成功总次数 (无),无线掉线率 (%),eNodeB内异频切换出成功次数 (无),eNodeB内异频切换出尝试次数 (无),eNodeB内同频切换出成功次数 (无),eNodeB内同频切换出尝试次数 (无),eNodeB间异频切换出成功次数 (无),eNodeB间异频切换出尝试次数 (无),eNodeB间同频切换出成功次数 (无),eNodeB间同频切换出尝试次数 (无),eNB内切换成功率 (%),eNB间切换成功率 (%),同频切换成功率zsp (%),异频切换成功率zsp (%),切换成功率 (%),小区PDCP层所接收到的上行数据的总吞吐量 (比特),小区PDCP层所发送的下行数据的总吞吐量 (比特),RRC重建请求次数 (无),RRC连接重建比率 (%),通过重建回源小区的eNodeB间同频切换出执行成功次数 (无),通过重建回源小区的eNodeB间异频切换出执行成功次数 (无),通过重建回源小区的eNodeB内同频切换出执行成功次数 (无),通过重建回源小区的eNodeB内异频切换出执行成功次数 (无),eNB内切换出成功次数 (次),eNB内切换出请求次数 (次)
07/17/2020 00:00:00,H霍义马高速东-HLHF,"eNodeB名称=H霍义马高速东-HLHF, 本地小区标识=0, 小区名称=H霍义马高速东-HLHF-1, eNodeB标识=7200, 小区双工模式=CELL_TDD",H霍义马高速东-HLHF-1,20316,20412,0.995,18319,18338,0.999,19,0,0.001,0.996,0,24,17816,0.001,0,0,0,0,0,0,20402,20415,0,0.999,0.999,0,0.999,1680560040,10614048840,271,0.013,5,0,0,0,0,0
07/18/2020 00:00:00,H霍义马高速东-HLHF,"eNodeB名称=H霍义马高速东-HLHF, 本地小区标识=0, 小区名称=H霍义马高速东-HLHF-1, eNodeB标识=7200, 小区双工模式=CELL_TDD",H霍义马高速东-HLHF-1,16907,17133,0.987,14925,14936,0.999,32,0,0.002,0.994,0,37,14574,0.003,0,0,0,0,0,0,18147,18166,0,0.998,0.998,0,0.998,1569767160,9048823464,301,0.017,20,0,0,0,0,0
07/19/2020 00:00:00,H霍义马高速东-HLHF,"eNodeB名称=H霍义马高速东-HLHF, 本地小区标识=0, 小区名称=H霍义马高速东-HLHF-1, eNodeB标识=7200, 小区双工模式=CELL_TDD",H霍义马高速东-HLHF-1,16181,16426,0.985,15058,15084,0.998,57,0,0.004,0.989,0,77,14802,0.005,0,0,0,0,0,0,17868,17881,0,0.999,0.999,0,0.999,1490726432,9328608632,328,0.02,4,0,0,0,0,0
07/17/2020 00:00:00,H霍义马高速西-HLHF,"eNodeB名称=H霍义马高速西-HLHF, 本地小区标识=0, 小区名称=H霍义马高速西-HLHF-1, eNodeB标识=5682, 小区双工模式=CELL_TDD",H霍义马高速西-HLHF-1,22915,22951,0.998,21644,21652,1,25,0,0.001,0.999,0,24,21129,0.001,0,0,0,0,0,0,20218,20226,0,0.999,0.999,0,0.999,2359923920,16197729064,138,0.006,5,0,0,0,0,0
07/18/2020 00:00:00,H霍义马高速西-HLHF,"eNodeB名称=H霍义马高速西-HLHF, 本地小区标识=0, 小区名称=H霍义马高速西-HLHF-1, eNodeB标识=5682, 小区双工模式=CELL_TDD",H霍义马高速西-HLHF-1,20244,20288,0.998,19569,19574,1,18,0,0.001,0.999,0,21,19050,0.001,0,0,0,0,0,0,19156,19159,0,1,1,0,1,2007461472,13588335856,138,0.007,5,0,0,0,0,0
07/19/2020 00:00:00,H霍义马高速西-HLHF,"eNodeB名称=H霍义马高速西-HLHF, 本地小区标识=0, 小区名称=H霍义马高速西-HLHF-1, eNodeB标识=5682, 小区双工模式=CELL_TDD",H霍义马高速西-HLHF-1,18634,18671,0.998,18295,18300,1,8,0,0,0.999,0,8,17863,0,0,0,0,0,0,0,17019,17022,0,1,1,0,1,1836613464,11346055296,127,0.007,4,0,0,0,0,0
07/17/2020 00:00:00,B马310国道煤场-HLHF,"eNodeB名称=B马310国道煤场-HLHF, 本地小区标识=1, 小区名称=B马310国道煤场-HLHF-2, eNodeB标识=124898, 小区双工模式=CELL_TDD",B马310国道煤场-HLHF-2,62324,62447,0.998,56116,56138,1,103,0,0.002,0.999,0,107,53424,0.002,0,0,102,102,69,69,21974,22061,1,0.995,0.995,1,0.995,4098010992,41817975160,414,0.007,17,0,0,0,102,102
07/17/2020 00:00:00,B马310国道煤场-HLHF,"eNodeB名称=B马310国道煤场-HLHF, 本地小区标识=0, 小区名称=B马310国道煤场-HLHF-1, eNodeB标识=124898, 小区双工模式=CELL_TDD",B马310国道煤场-HLHF-1,55662,56145,0.991,26004,26043,0.999,84,0,0.003,0.997,0,89,24801,0.004,0,0,94,94,3,3,22749,23094,1,0.983,0.983,1,0.983,3615834560,21036685488,3230,0.055,47,0,0,0,94,94
07/18/2020 00:00:00,B马310国道煤场-HLHF,"eNodeB名称=B马310国道煤场-HLHF, 本地小区标识=1, 小区名称=B马310国道煤场-HLHF-2, eNodeB标识=124898, 小区双工模式=CELL_TDD",B马310国道煤场-HLHF-2,58651,58727,0.999,51904,51919,1,105,0,0.002,0.999,0,100,49757,0.002,0,0,80,80,141,141,23562,23623,1,0.996,0.996,1,0.996,3814499968,33564986880,481,0.008,30,0,0,0,80,80
07/18/2020 00:00:00,B马310国道煤场-HLHF,"eNodeB名称=B马310国道煤场-HLHF, 本地小区标识=0, 小区名称=B马310国道煤场-HLHF-1, eNodeB标识=124898, 小区双工模式=CELL_TDD",B马310国道煤场-HLHF-1,60789,61189,0.993,27898,27927,0.999,81,0,0.003,0.998,0,85,26613,0.003,0,0,77,77,15,16,24369,24689,1,0.986,0.986,0.938,0.986,3038152744,22447390344,3051,0.048,31,0,0,0,77,77
07/19/2020 00:00:00,B马310国道煤场-HLHF,"eNodeB名称=B马310国道煤场-HLHF, 本地小区标识=1, 小区名称=B马310国道煤场-HLHF-2, eNodeB标识=124898, 小区双工模式=CELL_TDD",B马310国道煤场-HLHF-2,55381,55461,0.999,50166,50181,1,119,0,0.002,0.999,0,122,47984,0.003,0,0,91,91,156,158,21935,22038,1,0.993,0.993,0.987,0.993,4082499896,38118806584,689,0.012,46,0,0,0,91,91
07/19/2020 00:00:00,B马310国道煤场-HLHF,"eNodeB名称=B马310国道煤场-HLHF, 本地小区标识=0, 小区名称=B马310国道煤场-HLHF-1, eNodeB标识=124898, 小区双工模式=CELL_TDD",B马310国道煤场-HLHF-1,54875,55258,0.993,28019,28045,0.999,85,0,0.003,0.998,0,85,26606,0.003,0,0,86,86,8,11,22831,23142,1,0.985,0.985,0.636,0.985,3156953232,23926999192,2888,0.05,27,1,0,0,86,86
07/17/2020 00:00:00,B马常村-HLHF,"eNodeB名称=B马常村-HLHF, 本地小区标识=2, 小区名称=B马常村-HLHF-3, eNodeB标识=253949, 小区双工模式=CELL_TDD",B马常村-HLHF-3,79300,79498,0.998,72976,72997,1,99,0,0.001,0.999,0,94,66419,0.001,0,0,6463,6472,30,47,8528,8724,0.991,0.971,0.982,0.234,0.979,6807625888,62613944288,1008,0.013,23,19,51,0,6412,6472
07/17/2020 00:00:00,B马常村-HLHF,"eNodeB名称=B马常村-HLHF, 本地小区标识=1, 小区名称=B马常村-HLHF-2, eNodeB标识=253949, 小区双工模式=CELL_TDD",B马常村-HLHF-2,59801,59979,0.997,54766,54785,1,72,0,0.001,0.999,0,70,53043,0.001,0,0,1565,1567,0,0,6099,6112,0.997,0.997,0.997,0,0.997,5222317192,73532553696,283,0.005,8,0,2,0,1563,1567
07/17/2020 00:00:00,B马常村-HLHF,"eNodeB名称=B马常村-HLHF, 本地小区标识=0, 小区名称=B马常村-HLHF-1, eNodeB标识=253949, 小区双工模式=CELL_TDD",B马常村-HLHF-1,37950,38086,0.996,34674,34684,1,44,0,0.001,1,0,42,33818,0.001,0,0,5881,5882,8,17,3843,3855,1,0.993,0.998,0.294,0.997,3385656376,24406803264,228,0.006,3,3,1,0,5880,5882
07/18/2020 00:00:00,B马常村-HLHF,"eNodeB名称=B马常村-HLHF, 本地小区标识=2, 小区名称=B马常村-HLHF-3, eNodeB标识=253949, 小区双工模式=CELL_TDD",B马常村-HLHF-3,90329,90547,0.998,82396,82418,1,161,0,0.002,0.999,0,154,75865,0.002,0,0,6222,6226,15,40,9941,10099,0.997,0.98,0.989,0.25,0.987,8516743240,75993908936,617,0.007,12,5,13,0,6209,6226
07/18/2020 00:00:00,B马常村-HLHF,"eNodeB名称=B马常村-HLHF, 本地小区标识=1, 小区名称=B马常村-HLHF-2, eNodeB标识=253949, 小区双工模式=CELL_TDD",B马常村-HLHF-2,67033,67220,0.997,64679,64692,1,79,0,0.001,1,0,80,60831,0.001,0,0,1950,1952,0,0,9941,9947,0.999,0.998,0.999,0,0.999,6973883544,72616959512,293,0.004,9,0,0,0,1950,1952
07/18/2020 00:00:00,B马常村-HLHF,"eNodeB名称=B马常村-HLHF, 本地小区标识=0, 小区名称=B马常村-HLHF-1, eNodeB标识=253949, 小区双工模式=CELL_TDD",B马常村-HLHF-1,61813,61962,0.998,59523,59534,1,77,0,0.001,1,0,75,55893,0.001,0,0,5330,5331,38,60,4574,4582,1,0.989,0.999,0.4,0.995,5927896112,49872271112,318,0.005,5,14,0,0,5330,5331
07/19/2020 00:00:00,B马常村-HLHF,"eNodeB名称=B马常村-HLHF, 本地小区标识=2, 小区名称=B马常村-HLHF-3, eNodeB标识=253949, 小区双工模式=CELL_TDD",B马常村-HLHF-3,93825,94048,0.998,89064,89079,1,92,0,0.001,0.999,0,89,81589,0.001,0,0,9855,9857,26,44,9010,9167,0.999,0.978,0.991,0.295,0.989,9550808896,89014257848,1132,0.012,14,13,3,0,9852,9857
07/19/2020 00:00:00,B马常村-HLHF,"eNodeB名称=B马常村-HLHF, 本地小区标识=1, 小区名称=B马常村-HLHF-2, eNodeB标识=253949, 小区双工模式=CELL_TDD",B马常村-HLHF-2,77270,77438,0.998,76213,76227,1,23,0,0,0.999,0,23,71727,0,0,0,1939,1940,0,0,7059,7071,0.996,0.996,0.996,0,0.996,8404514736,87364555424,215,0.003,13,0,7,0,1932,1940
07/19/2020 00:00:00,B马常村-HLHF,"eNodeB名称=B马常村-HLHF, 本地小区标识=0, 小区名称=B马常村-HLHF-1, eNodeB标识=253949, 小区双工模式=CELL_TDD",B马常村-HLHF-1,60365,60448,0.999,58451,58460,1,29,0,0,1,0,26,55414,0,0,0,8881,8881,23,34,4498,4509,1,0.992,0.999,0.441,0.997,5543915224,54265227144,306,0.005,8,8,0,0,8881,8881
07/17/2020 00:00:00,B马常村矿医院-HLHF,"eNodeB名称=B马常村矿医院-HLHF, 本地小区标识=2, 小区名称=B马常村矿医院-HLHF-3, eNodeB标识=15516, 小区双工模式=CELL_TDD",B马常村矿医院-HLHF-3,121069,121626,0.995,94328,94421,0.999,155,0,0.002,0.998,0,151,89347,0.002,0,0,8889,8906,1,6,27650,28116,0.998,0.981,0.985,0,0.985,9485629176,63334048392,3945,0.032,54,1,4,0,8885,8906
07/17/2020 00:00:00,B马常村矿医院-HLHF,"eNodeB名称=B马常村矿医院-HLHF, 本地小区标识=1, 小区名称=B马常村矿医院-HLHF-2, eNodeB标识=15516, 小区双工模式=CELL_TDD",B马常村矿医院-HLHF-2,6349,6353,0.999,5746,5749,0.999,2,0,0,0.999,0,2,5677,0,0,0,134,134,0,0,371,371,1,0.992,0.994,0,0.994,288934720,1732849104,21,0.003,3,0,0,0,134,134
07/17/2020 00:00:00,B马常村矿医院-HLHF,"eNodeB名称=B马常村矿医院-HLHF, 本地小区标识=0, 小区名称=B马常村矿医院-HLHF-1, eNodeB标识=15516, 小区双工模式=CELL_TDD",B马常村矿医院-HLHF-1,49425,49509,0.998,45700,45721,1,59,0,0.001,0.999,0,58,43743,0.001,0,0,8889,8900,0,0,14895,14924,0.999,0.996,0.997,0,0.997,5032148616,40978964320,465,0.009,26,0,1,0,8888,8900
07/18/2020 00:00:00,B马常村矿医院-HLHF,"eNodeB名称=B马常村矿医院-HLHF, 本地小区标识=2, 小区名称=B马常村矿医院-HLHF-3, eNodeB标识=15516, 小区双工模式=CELL_TDD",B马常村矿医院-HLHF-3,115374,115900,0.995,92716,92779,0.999,104,0,0.001,0.999,0,109,87440,0.001,0,0,6122,6142,8,9,28918,29280,0.994,0.986,0.987,0.556,0.987,8992813816,80454482896,3166,0.027,50,3,14,0,6108,6142
07/18/2020 00:00:00,B马常村矿医院-HLHF,"eNodeB名称=B马常村矿医院-HLHF, 本地小区标识=1, 小区名称=B马常村矿医院-HLHF-2, eNodeB标识=15516, 小区双工模式=CELL_TDD",B马常村矿医院-HLHF-2,5935,5941,0.999,5258,5259,1,7,0,0.001,1,0,7,5207,0.001,0,0,197,197,0,0,950,952,1,0.997,0.997,0,0.997,234421448,1616617496,23,0.004,1,0,0,0,197,197
07/18/2020 00:00:00,B马常村矿医院-HLHF,"eNodeB名称=B马常村矿医院-HLHF, 本地小区标识=0, 小区名称=B马常村矿医院-HLHF-1, eNodeB标识=15516, 小区双工模式=CELL_TDD",B马常村矿医院-HLHF-1,51147,51222,0.999,46792,46806,1,68,0,0.001,0.999,0,67,45126,0.001,0,0,6175,6184,0,0,16099,16128,0.998,0.997,0.997,0,0.997,4605543192,38627984888,604,0.012,22,0,6,0,6169,6184
07/19/2020 00:00:00,B马常村矿医院-HLHF,"eNodeB名称=B马常村矿医院-HLHF, 本地小区标识=2, 小区名称=B马常村矿医院-HLHF-3, eNodeB标识=15516, 小区双工模式=CELL_TDD",B马常村矿医院-HLHF-3,115152,115575,0.996,95686,95748,0.999,129,0,0.001,0.999,0,127,90122,0.001,0,0,4917,4936,9,10,39366,39750,0.994,0.989,0.989,0.8,0.989,9986326160,98172869648,4088,0.034,65,1,9,0,4908,4936
07/19/2020 00:00:00,B马常村矿医院-HLHF,"eNodeB名称=B马常村矿医院-HLHF, 本地小区标识=1, 小区名称=B马常村矿医院-HLHF-2, eNodeB标识=15516, 小区双工模式=CELL_TDD",B马常村矿医院-HLHF-2,6447,6451,0.999,6209,6210,1,1,0,0,1,0,1,5962,0,0,0,294,300,0,0,638,639,0.957,0.973,0.968,0,0.968,527851320,6556375536,83,0.013,16,0,7,0,287,300
07/19/2020 00:00:00,B马常村矿医院-HLHF,"eNodeB名称=B马常村矿医院-HLHF, 本地小区标识=0, 小区名称=B马常村矿医院-HLHF-1, eNodeB标识=15516, 小区双工模式=CELL_TDD",B马常村矿医院-HLHF-1,58097,58166,0.999,55092,55106,1,51,0,0.001,0.999,0,36,53083,0.001,0,0,5022,5032,0,0,16143,16186,0.997,0.996,0.996,0,0.996,6062138472,53159106696,622,0.011,20,0,3,0,5019,5032
07/17/2020 00:00:00,B马常村派出所-HLHF,"eNodeB名称=B马常村派出所-HLHF, 本地小区标识=2, 小区名称=B马常村派出所-HLHF-3, eNodeB标识=47467, 小区双工模式=CELL_TDD",B马常村派出所-HLHF-3,5048,5070,0.996,4856,4860,0.999,15,0,0.003,0.998,0,15,4665,0.003,0,0,1276,1276,0,0,2043,2046,1,0.999,0.999,0,0.999,657615888,2627931032,22,0.004,0,0,0,0,1276,1276
07/17/2020 00:00:00,B马常村派出所-HLHF,"eNodeB名称=B马常村派出所-HLHF, 本地小区标识=1, 小区名称=B马常村派出所-HLHF-2, eNodeB标识=47467, 小区双工模式=CELL_TDD",B马常村派出所-HLHF-2,3616,3622,0.998,3543,3543,1,5,0,0.001,1,0,5,3218,0.002,0,0,416,417,1,1,400,401,0.998,0.998,0.998,1,0.998,366565288,1857492296,3,0.001,0,0,0,0,416,417
07/17/2020 00:00:00,B马常村派出所-HLHF,"eNodeB名称=B马常村派出所-HLHF, 本地小区标识=0, 小区名称=B马常村派出所-HLHF-1, eNodeB标识=47467, 小区双工模式=CELL_TDD",B马常村派出所-HLHF-1,16567,16627,0.996,15542,15548,1,56,0,0.004,0.999,0,53,14931,0.004,0,0,1476,1477,14,14,3667,3671,0.999,0.999,0.999,1,0.999,1033702040,7637054224,73,0.004,0,0,1,0,1475,1477
07/18/2020 00:00:00,B马常村派出所-HLHF,"eNodeB名称=B马常村派出所-HLHF, 本地小区标识=2, 小区名称=B马常村派出所-HLHF-3, eNodeB标识=47467, 小区双工模式=CELL_TDD",B马常村派出所-HLHF-3,5708,5727,0.997,5488,5490,1,15,0,0.003,0.999,0,12,5345,0.002,0,0,1137,1137,0,0,1692,1693,1,0.999,1,0,1,337260216,1338807344,38,0.007,0,0,0,0,1137,1137
07/18/2020 00:00:00,B马常村派出所-HLHF,"eNodeB名称=B马常村派出所-HLHF, 本地小区标识=1, 小区名称=B马常村派出所-HLHF-2, eNodeB标识=47467, 小区双工模式=CELL_TDD",B马常村派出所-HLHF-2,3401,3407,0.998,3178,3178,1,3,0,0.001,1,0,2,2987,0.001,0,0,408,409,1,1,509,509,0.998,1,0.999,1,0.999,308470824,1546853832,9,0.003,0,0,0,0,408,409
07/18/2020 00:00:00,B马常村派出所-HLHF,"eNodeB名称=B马常村派出所-HLHF, 本地小区标识=0, 小区名称=B马常村派出所-HLHF-1, eNodeB标识=47467, 小区双工模式=CELL_TDD",B马常村派出所-HLHF-1,15553,15604,0.997,14343,14346,1,26,0,0.002,0.999,0,26,13895,0.002,0,0,1423,1424,8,8,3454,3454,0.999,1,1,1,1,573175472,6672337472,93,0.006,0,0,1,0,1422,1424
07/19/2020 00:00:00,B马常村派出所-HLHF,"eNodeB名称=B马常村派出所-HLHF, 本地小区标识=2, 小区名称=B马常村派出所-HLHF-3, eNodeB标识=47467, 小区双工模式=CELL_TDD",B马常村派出所-HLHF-3,6335,6346,0.998,6439,6441,1,9,0,0.001,0.999,0,8,6005,0.001,0,0,1058,1059,0,0,1829,1829,0.999,1,1,0,1,402218776,2225290232,28,0.004,0,0,0,0,1058,1059
07/19/2020 00:00:00,B马常村派出所-HLHF,"eNodeB名称=B马常村派出所-HLHF, 本地小区标识=1, 小区名称=B马常村派出所-HLHF-2, eNodeB标识=47467, 小区双工模式=CELL_TDD",B马常村派出所-HLHF-2,2971,2977,0.998,3086,3086,1,0,0,0,1,0,0,2677,0,0,0,444,444,0,0,499,500,0.995,0.998,0.997,0,0.997,392447976,2045272240,11,0.004,0,0,2,0,442,444
07/19/2020 00:00:00,B马常村派出所-HLHF,"eNodeB名称=B马常村派出所-HLHF, 本地小区标识=0, 小区名称=B马常村派出所-HLHF-1, eNodeB标识=47467, 小区双工模式=CELL_TDD",B马常村派出所-HLHF-1,14246,14298,0.996,13694,13696,1,29,0,0.002,1,0,30,13221,0.002,0,0,1334,1334,17,18,2751,2752,1,0.999,1,0.944,0.999,961658008,5464214664,49,0.003,1,0,0,0,1334,1334
07/17/2020 00:00:00,B马大鸿泰美化塔-HLHF,"eNodeB名称=B马大鸿泰美化塔-HLHF, 本地小区标识=2, 小区名称=B马大鸿泰美化塔-HLHF-3, eNodeB标识=253890, 小区双工模式=CELL_TDD",B马大鸿泰美化塔-HLHF-3,71216,71393,0.998,66953,66968,1,152,0,0.002,1,0,144,63852,0.002,0,0,11136,11143,756,772,9800,9811,0.999,0.996,0.999,0.973,0.998,6166526224,51672071008,515,0.007,7,5,5,0,11131,11143
07/17/2020 00:00:00,B马大鸿泰美化塔-HLHF,"eNodeB名称=B马大鸿泰美化塔-HLHF, 本地小区标识=1, 小区名称=B马大鸿泰美化塔-HLHF-2, eNodeB标识=253890, 小区双工模式=CELL_TDD",B马大鸿泰美化塔-HLHF-2,22479,22514,0.998,20232,20238,1,25,0,0.001,1,0,26,19647,0.001,0,0,10167,10167,197,205,18408,18417,1,0.998,0.999,0.912,0.999,2252012640,22230076472,157,0.007,7,10,0,0,10167,10167
07/17/2020 00:00:00,B马大鸿泰美化塔-HLHF,"eNodeB名称=B马大鸿泰美化塔-HLHF, 本地小区标识=0, 小区名称=B马大鸿泰美化塔-HLHF-1, eNodeB标识=253890, 小区双工模式=CELL_TDD",B马大鸿泰美化塔-HLHF-1,13448,13467,0.999,10865,10868,1,19,0,0.002,1,0,19,10175,0.002,0,0,2042,2043,74,108,2799,2801,1,0.987,0.999,0.685,0.992,1026006456,10824664920,24,0.002,2,0,0,0,2042,2043
07/18/2020 00:00:00,B马大鸿泰美化塔-HLHF,"eNodeB名称=B马大鸿泰美化塔-HLHF, 本地小区标识=2, 小区名称=B马大鸿泰美化塔-HLHF-3, eNodeB标识=253890, 小区双工模式=CELL_TDD",B马大鸿泰美化塔-HLHF-3,65191,65311,0.998,62115,62125,1,103,0,0.002,0.999,0,99,58379,0.002,0,0,7194,7199,812,816,11658,11669,0.999,0.998,0.999,0.993,0.998,5136391512,41945262080,315,0.005,7,2,4,0,7190,7199
07/18/2020 00:00:00,B马大鸿泰美化塔-HLHF,"eNodeB名称=B马大鸿泰美化塔-HLHF, 本地小区标识=1, 小区名称=B马大鸿泰美化塔-HLHF-2, eNodeB标识=253890, 小区双工模式=CELL_TDD",B马大鸿泰美化塔-HLHF-2,24652,24700,0.998,23064,23067,1,39,0,0.002,0.999,0,39,21647,0.002,0,0,6722,6722,201,208,15997,16012,1,0.997,0.999,0.928,0.998,1768002592,12683336904,149,0.006,11,8,3,0,6719,6722
07/18/2020 00:00:00,B马大鸿泰美化塔-HLHF,"eNodeB名称=B马大鸿泰美化塔-HLHF, 本地小区标识=0, 小区名称=B马大鸿泰美化塔-HLHF-1, eNodeB标识=253890, 小区双工模式=CELL_TDD",B马大鸿泰美化塔-HLHF-1,12154,12169,0.999,9609,9612,1,34,0,0.004,1,0,33,8906,0.004,0,0,1496,1497,51,55,2430,2432,0.999,0.997,0.998,0.927,0.997,654549192,5195683776,21,0.002,2,0,1,0,1495,1497
07/19/2020 00:00:00,B马大鸿泰美化塔-HLHF,"eNodeB名称=B马大鸿泰美化塔-HLHF, 本地小区标识=2, 小区名称=B马大鸿泰美化塔-HLHF-3, eNodeB标识=253890, 小区双工模式=CELL_TDD",B马大鸿泰美化塔-HLHF-3,66610,66758,0.998,65123,65135,1,124,0,0.002,1,0,111,60822,0.002,0,0,7034,7041,837,843,10927,10935,0.998,0.998,0.998,0.989,0.998,5800488384,40677244888,315,0.005,4,3,10,0,7024,7041
07/19/2020 00:00:00,B马大鸿泰美化塔-HLHF,"eNodeB名称=B马大鸿泰美化塔-HLHF, 本地小区标识=1, 小区名称=B马大鸿泰美化塔-HLHF-2, eNodeB标识=253890, 小区双工模式=CELL_TDD",B马大鸿泰美化塔-HLHF-2,24224,24288,0.997,22849,22856,1,29,0,0.001,0.999,0,26,21428,0.001,0,0,6355,6361,341,351,16950,16970,0.999,0.997,0.998,0.949,0.998,2239529496,19917485528,326,0.013,9,8,0,0,6355,6361
07/19/2020 00:00:00,B马大鸿泰美化塔-HLHF,"eNodeB名称=B马大鸿泰美化塔-HLHF, 本地小区标识=0, 小区名称=B马大鸿泰美化塔-HLHF-1, eNodeB标识=253890, 小区双工模式=CELL_TDD",B马大鸿泰美化塔-HLHF-1,12831,12871,0.997,10335,10336,1,6,0,0.001,1,0,6,9736,0.001,0,0,1568,1569,41,42,2733,2734,0.999,0.999,1,0.976,0.999,1259968400,11293198256,31,0.002,0,0,0,0,1568,1569
07/17/2020 00:00:00,B马地税局西-HLHF,"eNodeB名称=B马地税局西-HLHF, 本地小区标识=2, 小区名称=B马地税局西-HLHF-3, eNodeB标识=5641, 小区双工模式=CELL_TDD",B马地税局西-HLHF-3,30846,30879,0.999,27041,27044,1,23,0,0.001,1,0,19,25476,0.001,0,0,331,331,24,36,10218,10226,1,0.998,0.999,0.667,0.998,3407318952,24835218608,128,0.004,3,0,0,0,331,331
07/17/2020 00:00:00,B马地税局西-HLHF,"eNodeB名称=B马地税局西-HLHF, 本地小区标识=1, 小区名称=B马地税局西-HLHF-2, eNodeB标识=5641, 小区双工模式=CELL_TDD",B马地税局西-HLHF-2,40513,40546,0.999,35369,35372,1,31,0,0.001,1,0,31,33887,0.001,0,0,2788,2788,58,61,11641,11661,1,0.997,0.998,0.934,0.998,3315629496,25346896632,117,0.003,11,1,0,0,2788,2788
07/17/2020 00:00:00,B马地税局西-HLHF,"eNodeB名称=B马地税局西-HLHF, 本地小区标识=0, 小区名称=B马地税局西-HLHF-1, eNodeB标识=5641, 小区双工模式=CELL_TDD",B马地税局西-HLHF-1,11506,11516,0.999,9889,9890,1,18,0,0.002,1,0,18,9682,0.002,0,0,3028,3029,0,0,2158,2162,1,0.997,0.999,0,0.999,844551384,7204943944,15,0.001,2,0,0,0,3028,3029
07/18/2020 00:00:00,B马地税局西-HLHF,"eNodeB名称=B马地税局西-HLHF, 本地小区标识=2, 小区名称=B马地税局西-HLHF-3, eNodeB标识=5641, 小区双工模式=CELL_TDD",B马地税局西-HLHF-3,40668,40710,0.999,35204,35209,1,33,0,0.001,1,0,31,33504,0.001,0,0,821,825,22,32,13879,13894,0.994,0.998,0.998,0.625,0.998,3197341184,30509632496,127,0.003,4,2,1,0,820,825
07/18/2020 00:00:00,B马地税局西-HLHF,"eNodeB名称=B马地税局西-HLHF, 本地小区标识=1, 小区名称=B马地税局西-HLHF-2, eNodeB标识=5641, 小区双工模式=CELL_TDD",B马地税局西-HLHF-2,37354,37391,0.999,31923,31927,1,21,0,0.001,1,0,21,31024,0.001,0,0,359,360,48,48,10174,10197,0.994,0.997,0.997,0.979,0.997,3650814512,32274444688,110,0.003,9,1,1,0,358,360
07/18/2020 00:00:00,B马地税局西-HLHF,"eNodeB名称=B马地税局西-HLHF, 本地小区标识=0, 小区名称=B马地税局西-HLHF-1, eNodeB标识=5641, 小区双工模式=CELL_TDD",B马地税局西-HLHF-1,13887,13895,0.999,12173,12175,1,20,0,0.002,1,0,20,11977,0.002,0,0,1122,1125,3,3,3079,3088,0.997,0.996,0.996,1,0.996,1308454024,10904905096,26,0.002,3,0,0,0,1122,1125
07/19/2020 00:00:00,B马地税局西-HLHF,"eNodeB名称=B马地税局西-HLHF, 本地小区标识=2, 小区名称=B马地税局西-HLHF-3, eNodeB标识=5641, 小区双工模式=CELL_TDD",B马地税局西-HLHF-3,39682,39718,0.999,35469,35470,1,47,0,0.001,1,0,44,33768,0.001,0,0,925,929,26,41,13348,13367,0.995,0.997,0.998,0.61,0.997,3152031672,23138241560,180,0.005,5,1,1,0,924,929
07/19/2020 00:00:00,B马地税局西-HLHF,"eNodeB名称=B马地税局西-HLHF, 本地小区标识=1, 小区名称=B马地税局西-HLHF-2, eNodeB标识=5641, 小区双工模式=CELL_TDD",B马地税局西-HLHF-2,39042,39096,0.999,34640,34642,1,20,0,0.001,1,0,19,32752,0.001,0,0,201,204,98,104,11222,11246,0.971,0.997,0.997,0.942,0.996,3881364648,27502027984,188,0.005,9,0,3,0,198,204
07/19/2020 00:00:00,B马地税局西-HLHF,"eNodeB名称=B马地税局西-HLHF, 本地小区标识=0, 小区名称=B马地税局西-HLHF-1, eNodeB标识=5641, 小区双工模式=CELL_TDD",B马地税局西-HLHF-1,16306,16318,0.999,14631,14633,1,4,0,0,1,0,4,14435,0,0,0,949,949,0,0,3176,3181,1,0.998,0.999,0,0.999,1879520336,15879508408,38,0.002,0,0,0,0,949,949
07/17/2020 00:00:00,B马电视台-HLHF,"eNodeB名称=B马电视台-HLHF, 本地小区标识=2, 小区名称=B马电视台-HLHF-3, eNodeB标识=253891, 小区双工模式=CELL_TDD",B马电视台-HLHF-3,22980,23011,0.999,23210,23212,1,29,0,0.001,1,0,23,21320,0.001,0,0,2414,2415,12,16,6467,6473,0.999,0.998,0.998,0.75,0.998,2964750744,15599578904,421,0.018,6,0,1,0,2413,2415
